applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline
JB001598,C,0,31,9,0,0
JB001599,C,1,34,15,0,0
JB001600,C,1,25,11,0,0
JB001601,C,1,50,9,0,0
JB001602,C,1,27,17,1,2674
JB001603,C,1,30,17,0,0
JB001604,C,0,29,18,1,2757
JB001605,C,0,33,17,0,0
JB001606,C,1,27,18,1,2170
JB001607,C,1,52,11,0,0
JB001608,C,0,19,10,0,0
JB001609,C,0,31,12,0,0
JB001610,C,1,35,15,1,2831
JB001611,C,1,49,9,0,0
JB001612,C,0,53,15,1,3119
JB001613,C,0,29,15,1,2192
JB001614,C,0,22,10,0,0
JB001615,C,0,48,11,0,0
JB001616,C,1,28,11,1,1665
JB001617,C,1,45,16,1,2414
JB001618,C,1,34,14,0,0
JB001619,C,0,23,11,0,0
JB001620,C,1,49,15,0,0
JB001621,C,0,53,16,1,2324
JB001622,C,1,50,15,0,0
JB001623,C,0,22,11,1,1474
JB001624,C,0,54,16,1,2370
JB001625,C,0,43,9,1,1904
JB001626,C,0,21,14,1,1673
JB001627,C,1,20,11,1,1657
JB001628,C,1,41,14,1,2607
JB001629,C,1,47,18,0,0
JB001630,C,0,26,16,0,0
JB001631,C,1,44,13,1,1781
JB001632,C,0,27,11,0,0
JB001633,C,0,48,12,1,2336
JB001634,C,0,23,15,1,1883
JB001635,C,1,37,12,1,2328
JB001636,C,1,27,14,1,1869
JB001637,C,1,42,17,0,0
JB001638,C,0,33,14,1,2466
JB001639,C,0,50,16,0,0
JB001640,C,0,22,10,0,0
JB001641,C,0,54,11,1,2535
JB001642,C,1,45,15,1,2722
JB001643,C,1,48,17,0,0
JB001644,C,0,54,9,1,1512
JB001645,C,0,45,10,0,0
JB001646,C,1,45,10,0,0
JB001647,C,1,51,14,0,0
JB001648,C,0,37,9,0,0
JB001649,C,0,49,13,0,0
JB001650,C,0,42,11,1,1944
JB001651,C,1,42,11,1,1930
JB001652,C,1,39,12,1,1635
JB001653,C,1,35,10,0,0
JB001654,C,0,24,14,1,2440
JB001655,C,1,33,15,0,0
JB001656,C,0,28,18,0,0
JB001657,C,1,24,14,1,1699
JB001658,C,1,19,17,1,2144
JB001659,C,1,45,10,1,1753
JB001660,C,0,46,14,1,2451
JB001661,C,1,22,13,0,0
JB001662,C,1,28,13,0,0
JB001663,C,0,34,17,0,0
JB001664,C,1,24,10,0,0
JB001665,C,1,42,13,1,2110
JB001666,C,1,34,13,1,2467
JB001667,C,1,35,15,1,2351
JB001668,C,0,53,9,1,2142
JB001669,C,0,35,11,1,1497
JB001670,C,0,55,17,1,2550
JB001671,C,0,48,18,1,3187
JB001672,C,0,50,11,1,2459
JB001673,C,1,41,15,0,0
JB001674,C,1,46,14,0,0
JB001675,C,0,21,18,1,2438
JB001676,C,1,30,16,1,2576
JB001677,C,1,51,18,1,3086
JB001678,C,1,40,18,1,2700
JB001679,C,0,22,17,1,2448
JB001680,C,1,47,17,1,2591
JB001681,C,1,40,16,1,2775
JB001682,C,1,45,15,0,0
JB001683,C,1,23,17,1,2757
JB001684,C,1,43,13,1,2164
JB001685,C,1,27,15,0,0
JB001686,C,0,30,14,0,0
JB001687,C,0,19,15,1,2521
JB001688,C,1,42,16,0,0
JB001689,C,0,33,14,0,0
JB001690,C,0,32,12,0,0
JB001691,C,0,19,16,1,2665
JB001692,C,1,26,14,1,2249
JB001693,C,1,19,14,0,0
JB001694,C,1,45,11,0,0
JB001695,C,0,46,18,0,0
JB001696,C,1,30,16,1,1963
JB001697,C,0,36,11,1,2160
JB001698,C,1,47,12,0,0
JB001699,C,0,26,10,0,0
JB001700,C,0,49,18,1,2618
JB001701,C,0,37,15,1,2262
JB001702,C,0,23,17,1,2215
JB001703,C,0,46,10,0,0
JB001704,C,1,51,13,1,2647
JB001705,C,0,50,13,0,0
JB001706,C,1,41,15,1,2307
JB001707,C,1,22,15,1,1801
JB001708,C,1,34,17,1,2269
JB001709,C,1,49,13,0,0
JB001710,C,1,44,9,0,0
JB001711,C,1,42,9,0,0
JB001712,C,1,29,9,0,0
JB001713,C,0,48,13,1,2292
JB001714,C,0,32,14,0,0
JB001715,C,0,32,15,0,0
JB001716,C,0,49,13,0,0
JB001717,C,1,24,14,0,0
JB001718,C,1,19,16,0,0
JB001719,C,0,48,15,1,2242
JB001720,C,1,52,11,0,0
JB001721,C,1,45,11,1,2067
JB001722,C,1,28,11,0,0
JB001723,C,1,47,11,1,2064
JB001724,C,0,25,18,1,2339
JB001725,C,1,55,10,1,2545
JB001726,C,0,46,12,1,2047
JB001727,C,0,31,17,1,2866
JB001728,C,1,53,11,1,2431
JB001729,C,0,26,17,0,0
JB001730,C,1,49,15,0,0
JB001731,C,1,24,12,0,0
JB001732,C,1,47,10,1,1713
JB001733,C,1,42,17,0,0
JB001734,C,1,42,11,0,0
JB001735,C,1,45,16,0,0
JB001736,C,1,33,9,1,1176
JB001737,C,1,49,16,1,2238
JB001738,C,1,47,12,0,0
JB001739,C,0,37,14,0,0
JB001740,C,0,53,12,0,0
JB001741,C,0,36,10,0,0
JB001742,C,1,48,15,1,2553
JB001743,C,0,37,12,0,0
JB001744,C,0,26,9,0,0
JB001745,C,0,51,11,0,0
JB001746,C,0,24,14,0,0
JB001747,C,0,29,18,0,0
JB001748,C,0,27,9,0,0
JB001749,C,0,20,11,0,0
JB001750,C,1,53,12,1,1957
JB001751,C,0,53,13,0,0
JB001752,C,0,39,13,0,0
JB001753,C,1,22,9,1,986
JB001754,C,1,48,16,1,2761
JB001755,C,1,47,10,0,0
JB001756,C,0,46,12,0,0
JB001757,C,1,31,12,1,2414
JB001758,C,0,36,17,1,2749
JB001759,C,0,29,12,0,0
JB001760,C,1,39,14,1,2563
JB001761,C,0,24,13,1,1831
JB001762,C,1,32,11,1,1549
JB001763,C,1,22,10,0,0
JB001764,C,0,49,17,0,0
JB001765,C,0,23,12,0,0
JB001766,C,0,31,17,1,2816
JB001767,C,1,28,9,0,0
JB001768,C,1,35,11,0,0
JB001769,C,1,29,16,0,0
JB001770,C,0,26,17,1,2921
JB001771,C,0,33,16,0,0
JB001772,C,0,24,18,0,0
JB001773,C,1,51,14,0,0
JB001774,C,1,49,9,0,0
JB001775,C,1,32,16,1,2448
JB001776,C,0,19,13,1,2134
JB001777,C,1,34,15,1,2436
JB001778,C,0,21,15,1,1644
JB001779,C,0,49,12,1,2102
JB001780,C,1,39,12,1,2113
JB001781,C,1,28,11,0,0
JB001782,C,1,27,14,1,1694
JB001783,C,0,23,14,0,0
JB001784,C,1,43,17,0,0
JB001785,C,1,35,9,0,0
JB001786,C,1,39,15,1,2744
JB001787,C,0,19,11,1,1220
JB001788,C,0,40,9,0,0
JB001789,C,0,23,18,1,2951
JB001790,C,0,54,10,0,0
JB001791,C,0,46,12,1,2189
JB001792,C,0,36,16,1,2306
JB001793,C,0,39,12,1,2269
JB001794,C,1,37,14,0,0
JB001795,C,0,39,10,1,1358
JB001796,C,1,52,13,0,0
JB001797,C,1,19,13,0,0
JB001798,C,0,32,9,0,0
JB001799,C,0,44,15,1,2273
JB001800,C,0,35,12,0,0
JB001801,D,1,35,9,0,0
JB001802,D,1,32,9,1,1702
JB001803,D,0,54,17,1,2517
JB001804,D,0,19,12,0,0
JB001805,D,0,42,16,1,2242
JB001806,D,1,53,10,0,0
JB001807,D,1,48,11,0,0
JB001808,D,1,30,14,1,2267
JB001809,D,1,47,11,1,2242
JB001810,D,1,20,13,0,0
JB001811,D,1,33,13,0,0
JB001812,D,1,45,15,1,2646
JB001813,D,0,45,9,1,1427
JB001814,D,1,19,17,1,2588
JB001815,D,0,54,9,1,2161
JB001816,D,0,23,17,1,2408
JB001817,D,0,43,16,0,0
JB001818,D,0,22,10,0,0
JB001819,D,1,24,14,1,1904
JB001820,D,1,21,13,1,1606
JB001821,D,1,39,11,0,0
JB001822,D,1,20,18,1,2621
JB001823,D,0,30,16,0,0
JB001824,D,1,47,12,0,0
JB001825,D,0,29,9,1,2045
JB001826,D,0,33,17,0,0
JB001827,D,0,46,12,0,0
JB001828,D,1,23,11,1,2041
JB001829,D,1,45,9,1,2356
JB001830,D,0,55,15,1,2856
JB001831,D,0,20,18,1,2419
JB001832,D,1,43,15,0,0
JB001833,D,0,50,13,0,0
JB001834,D,1,55,13,1,2316
JB001835,D,1,23,15,0,0
JB001836,D,1,42,11,1,2606
JB001837,D,0,42,10,0,0
JB001838,D,1,47,14,1,2771
JB001839,D,1,26,11,1,1696
JB001840,D,0,38,15,0,0
JB001841,D,1,51,15,1,3051
JB001842,D,1,22,17,1,2214
JB001843,D,1,49,13,1,2618
JB001844,D,1,38,12,1,2480
JB001845,D,0,34,13,0,0
JB001846,D,1,48,13,1,2257
JB001847,D,1,36,18,1,2644
JB001848,D,1,22,14,1,2146
JB001849,D,0,39,18,1,2497
JB001850,D,1,31,11,1,2105
JB001851,D,0,50,13,1,2919
JB001852,D,0,30,15,1,2188
JB001853,D,1,35,11,1,1863
JB001854,D,0,54,15,1,3251
JB001855,D,1,54,10,0,0
JB001856,D,1,34,16,0,0
JB001857,D,0,26,16,0,0
JB001858,D,0,34,18,1,2933
JB001859,D,1,37,14,1,2518
JB001860,D,1,27,9,1,1493
JB001861,D,1,23,16,1,2602
JB001862,D,0,54,18,0,0
JB001863,D,1,32,9,0,0
JB001864,D,1,25,18,1,2512
JB001865,D,1,22,14,0,0
JB001866,D,1,25,15,1,2076
JB001867,D,0,28,15,1,1859
JB001868,D,1,25,9,0,0
JB001869,D,1,51,12,0,0
JB001870,D,1,40,9,0,0
JB001871,D,1,44,17,1,2808
JB001872,D,0,19,11,1,1349
JB001873,D,1,52,10,0,0
JB001874,D,0,41,13,0,0
JB001875,D,1,51,12,1,2473
JB001876,D,1,52,16,1,2866
JB001877,D,1,42,11,0,0
JB001878,D,0,42,10,0,0
JB001879,D,0,31,13,0,0
JB001880,D,1,35,12,0,0
JB001881,D,1,47,11,0,0
JB001882,D,0,35,17,0,0
JB001883,D,0,22,17,1,2381
JB001884,D,0,34,13,1,2498
JB001885,D,0,53,10,0,0
JB001886,D,0,42,14,1,2453
JB001887,D,0,47,15,0,0
JB001888,D,1,40,15,0,0
JB001889,D,0,40,11,0,0
JB001890,D,0,43,10,1,1836
JB001891,D,0,47,13,0,0
JB001892,D,0,46,18,0,0
JB001893,D,0,27,14,1,2303
JB001894,D,0,22,12,0,0
JB001895,D,0,39,15,0,0
JB001896,D,1,22,9,1,1558
JB001897,D,1,55,18,0,0
JB001898,D,0,55,17,0,0
JB001899,D,0,49,14,0,0
JB001900,D,1,35,15,0,0
JB001901,D,0,24,10,1,2175
JB001902,D,0,25,17,1,2043
JB001903,D,1,26,12,0,0
JB001904,D,0,23,15,0,0
JB001905,D,1,25,10,0,0
JB001906,D,0,55,13,1,2123
JB001907,D,1,29,14,1,2075
JB001908,D,0,23,9,0,0
JB001909,D,1,21,16,1,1960
JB001910,D,0,31,11,0,0
JB001911,D,0,51,17,1,3315
JB001912,D,1,47,12,1,2750
JB001913,D,0,32,16,1,2754
JB001914,D,1,32,11,1,1574
JB001915,D,1,27,18,1,2855
JB001916,D,0,22,9,1,1203
JB001917,D,1,38,16,0,0
JB001918,D,0,20,18,0,0
JB001919,D,1,53,15,0,0
JB001920,D,1,24,16,1,1928
JB001921,D,1,46,16,0,0
JB001922,D,1,50,14,1,2388
JB001923,D,1,42,11,0,0
JB001924,D,1,37,11,0,0
JB001925,D,1,42,13,1,1847
JB001926,D,0,42,13,0,0
JB001927,D,0,48,10,0,0
JB001928,D,0,29,10,0,0
JB001929,D,1,28,13,0,0
JB001930,D,1,25,15,1,2514
JB001931,D,1,54,13,0,0
JB001932,D,1,47,17,1,2687
JB001933,D,1,54,10,1,1966
JB001934,D,1,21,13,0,0
JB001935,D,1,23,18,0,0
JB001936,D,0,51,15,1,3139
JB001937,D,1,54,11,0,0
JB001938,D,1,19,14,0,0
JB001939,D,0,25,17,1,2742
JB001940,D,0,34,10,0,0
JB001941,D,1,19,12,1,2223
JB001942,D,1,33,10,1,1367
JB001943,D,0,19,14,0,0
JB001944,D,0,31,17,0,0
JB001945,D,0,25,16,1,2104
JB001946,D,1,24,18,0,0
JB001947,D,0,44,17,1,3166
JB001948,D,0,20,18,0,0
JB001949,D,0,24,15,1,2756
JB001950,D,0,45,15,1,2610
JB001951,D,1,20,16,0,0
JB001952,D,1,50,16,1,2973
JB001953,D,0,43,9,1,1679
JB001954,D,1,40,17,0,0
JB001955,D,0,19,15,1,2238
JB001956,D,1,23,9,1,1641
JB001957,D,0,31,17,1,2708
JB001958,D,1,23,18,0,0
JB001959,D,1,51,13,0,0
JB001960,D,1,27,10,1,1702
JB001961,D,1,46,17,0,0
JB001962,D,0,53,13,0,0
JB001963,D,0,45,18,0,0
JB001964,D,0,37,12,0,0
JB001965,D,1,32,14,1,2035
JB001966,D,1,28,18,1,2571
JB001967,D,1,34,10,0,0
JB001968,D,1,22,13,1,1933
JB001969,D,1,52,15,0,0
JB001970,D,0,21,12,1,1564
JB001971,D,1,35,16,1,2271
JB001972,D,0,54,12,1,2022
JB001973,D,1,43,9,1,1736
JB001974,D,1,50,15,0,0
JB001975,D,0,48,14,0,0
JB001976,D,1,35,15,1,2231
JB001977,D,1,51,11,0,0
JB001978,D,1,55,18,1,3424
JB001979,D,0,41,15,1,2933
JB001980,D,1,34,10,1,1378
JB001981,D,1,53,11,1,2050
JB001982,D,0,19,10,0,0
JB001983,D,0,46,10,0,0
JB001984,D,1,44,15,0,0
JB001985,D,0,55,9,0,0
JB001986,D,0,28,17,1,2557
JB001987,D,1,26,14,0,0
JB001988,D,0,30,10,0,0
JB001989,D,0,50,18,0,0
JB001990,D,1,26,17,1,2530
JB001991,D,1,36,17,1,2886
JB001992,D,0,43,18,1,2681
JB001993,D,0,48,13,0,0
JB001994,D,1,31,10,1,1410
JB001995,D,0,51,12,0,0
JB001996,D,1,45,15,0,0
JB001997,D,0,45,11,1,2542
JB001998,D,0,35,14,0,0
JB001999,D,1,22,9,0,0
JB002000,D,1,20,13,1,1519
JB002001,D,1,20,15,1,2089
JB002002,D,0,22,18,0,0
JB002003,D,1,44,15,0,0
JB002004,D,1,21,13,0,0
JB002005,D,1,42,9,1,1813
JB002006,D,1,24,11,0,0
JB002007,D,1,52,16,0,0
JB002008,D,1,47,9,0,0
JB002009,D,0,54,17,1,2496
JB002010,D,0,29,10,0,0
JB002011,D,1,47,14,1,2907
JB002012,D,1,19,18,1,2894
JB002013,D,1,21,18,1,2844
JB002014,D,1,53,12,0,0
JB002015,D,0,20,12,0,0
JB002016,D,0,48,17,0,0
JB002017,D,0,52,13,1,2535
JB002018,D,0,39,15,0,0
JB002019,D,1,35,13,1,2025
JB002020,D,0,31,12,1,1882
JB002021,D,1,53,18,0,0
JB002022,D,1,42,9,1,2346
JB002023,D,0,40,12,1,2058
JB002024,D,1,35,15,0,0
JB002025,D,1,28,13,1,1811
JB002026,D,0,36,11,1,2170
JB002027,D,0,53,18,0,0
JB002028,D,1,48,10,1,1606
JB002029,D,0,53,11,0,0
JB002030,D,0,42,12,1,2032
JB002031,D,1,34,10,0,0
JB002032,D,0,25,11,1,2294
JB002033,D,0,29,18,1,3075
JB002034,D,0,42,10,1,1693
JB002035,D,1,35,12,0,0
JB002036,D,0,31,11,0,0
JB002037,D,0,34,14,0,0
JB002038,D,0,37,13,0,0
JB002039,D,0,34,16,1,2539
JB002040,D,1,34,17,1,2973
JB002041,D,1,49,14,0,0
JB002042,D,0,31,15,0,0
JB002043,D,1,37,12,0,0
JB002044,D,1,50,16,1,3286
JB002045,D,1,19,11,0,0
JB002046,D,0,47,9,1,2449
JB002047,D,0,54,18,1,3374
JB002048,D,1,21,18,0,0
JB002049,D,1,28,17,1,2802
JB002050,D,0,30,11,0,0
JB002051,D,0,48,15,0,0
JB002052,D,0,50,16,1,2964
JB002053,D,0,54,13,1,2048
JB002054,D,0,52,12,0,0
JB002055,D,1,30,9,1,1301
JB002056,D,1,47,9,0,0
JB002057,D,0,31,11,0,0
JB002058,D,0,45,15,1,2981
JB002059,D,0,22,18,1,2461
JB002060,D,0,31,11,0,0
JB002061,D,1,32,12,1,2078
JB002062,D,0,36,12,0,0
JB002063,D,0,55,15,0,0
JB002064,D,0,53,12,1,1949
JB002065,D,0,35,13,1,1970
JB002066,D,1,34,10,0,0
JB002067,D,1,43,15,1,2468
JB002068,D,1,33,18,1,2308
JB002069,D,1,24,17,1,2458
JB002070,D,1,36,12,1,2326
JB002071,D,1,36,16,1,2210
JB002072,D,0,39,14,0,0
JB002073,D,0,50,11,0,0
JB002074,D,1,30,17,1,2178
JB002075,D,0,48,15,1,2558
JB002076,D,0,25,14,0,0
JB002077,D,0,20,11,1,2099
JB002078,D,1,20,11,0,0
JB002079,D,0,53,15,1,3120
JB002080,D,1,53,17,1,2762
JB002081,D,1,36,15,1,1994
JB002082,D,0,43,11,0,0
JB002083,D,0,48,17,0,0
JB002084,D,1,40,14,1,2283
JB002085,D,1,29,15,1,2734
JB002086,D,0,34,9,1,2063
JB002087,D,0,23,9,1,1429
JB002088,D,0,45,14,0,0
JB002089,D,1,28,16,0,0
JB002090,D,1,43,18,1,3212
JB002091,D,1,23,10,1,1407
JB002092,D,0,19,10,0,0
JB002093,D,0,42,12,0,0
JB002094,D,0,35,11,1,2367
JB002095,D,1,48,17,1,2405
JB002096,D,0,21,14,1,2503
JB002097,D,1,23,15,1,2201
JB002098,D,1,51,14,1,2699
JB002099,D,0,34,12,0,0
JB002100,D,1,27,11,0,0
JB002101,D,0,44,16,1,2796
JB002102,D,0,29,12,0,0
JB002103,D,1,40,17,1,2688
JB002104,D,1,42,14,0,0
JB002105,D,1,32,17,1,2753
JB002106,D,0,36,10,1,2016
JB002107,D,1,23,18,1,2211
JB002108,D,0,53,14,0,0
JB002109,D,0,54,12,1,2872
JB002110,D,1,46,18,1,2740
JB002111,D,0,48,11,0,0
JB002112,D,0,22,12,1,2114
JB002113,D,1,34,11,1,1919
JB002114,D,0,31,10,0,0
JB002115,D,0,19,13,1,1643
JB002116,D,1,47,18,0,0
JB002117,D,0,52,10,1,2350
JB002118,D,0,36,10,0,0
JB002119,D,0,28,12,1,2439
JB002120,D,0,44,16,1,2638
JB002121,D,0,23,9,0,0
JB002122,D,1,22,11,1,1539
JB002123,D,1,32,13,0,0
JB002124,D,1,46,15,0,0
JB002125,D,1,22,14,0,0
JB002126,D,1,21,18,0,0
JB002127,D,1,35,10,1,1551
JB002128,D,1,22,10,0,0
JB002129,D,1,36,15,0,0
JB002130,D,1,25,9,0,0
JB002131,D,0,20,15,0,0
JB002132,D,0,33,15,0,0
JB002133,D,0,26,9,0,0
JB002134,D,1,34,10,0,0
JB002135,D,0,23,13,1,2286
JB002136,D,1,30,17,1,2512
JB002137,D,0,50,18,0,0
JB002138,D,0,40,11,1,2174
JB002139,D,0,34,16,0,0
JB002140,D,1,19,13,0,0
JB002141,D,1,55,9,0,0
JB002142,D,1,20,10,1,1842
JB002143,D,0,26,9,1,2067
JB002144,D,1,31,15,1,2880
JB002145,D,1,49,18,1,2730
JB002146,D,1,22,16,1,2145
JB002147,D,1,20,17,1,2277
JB002148,D,1,53,15,0,0
JB002149,D,1,39,10,1,1888
JB002150,D,1,49,14,1,2276
JB002151,D,1,41,11,0,0
JB002152,D,1,55,18,1,3470
JB002153,D,1,51,11,0,0
JB002154,D,0,47,9,0,0
JB002155,D,1,52,18,0,0
JB002156,D,1,24,11,0,0
JB002157,D,0,36,17,1,2418
JB002158,D,1,44,9,1,1892
JB002159,D,1,53,11,0,0
JB002160,D,1,43,16,0,0
JB002161,D,0,20,13,0,0
JB002162,D,0,46,11,1,1684
JB002163,D,1,19,17,1,2449
JB002164,D,0,33,13,1,2446
JB002165,D,1,30,16,1,2743
JB002166,D,0,49,18,1,3209
JB002167,D,0,47,15,0,0
JB002168,D,0,43,17,0,0
JB002169,D,1,41,18,1,2398
JB002170,D,1,43,17,1,3049
JB002171,D,0,39,17,1,2818
JB002172,D,0,50,12,1,2360
JB002173,D,1,36,15,1,2466
JB002174,D,0,45,9,1,2256
JB002175,D,0,41,14,1,2740
JB002176,D,1,50,17,0,0
JB002177,D,1,47,15,0,0
JB002178,D,1,45,14,0,0
JB002179,D,0,44,14,1,2924
JB002180,D,1,52,13,1,2441
JB002181,D,1,53,18,1,2603
JB002182,D,1,21,11,0,0
JB002183,D,1,47,18,0,0
JB002184,D,1,22,9,0,0
JB002185,D,1,27,9,0,0
JB002186,D,1,49,11,1,2351
JB002187,D,0,26,16,0,0
JB002188,D,0,42,10,0,0
JB002189,D,0,48,14,0,0
JB002190,D,1,49,9,0,0
JB002191,D,0,48,14,1,2081
JB002192,D,0,50,15,0,0
JB002193,D,0,33,17,1,2351
JB002194,D,1,55,15,1,2653
JB002195,D,1,31,10,1,2242
JB002196,D,1,19,14,1,2027
JB002197,D,0,48,10,0,0
JB002198,D,0,46,17,0,0
JB002199,D,1,34,17,1,3035
JB002200,D,1,47,17,0,0
JB002201,D,1,50,11,1,2221
JB002202,D,0,50,12,0,0
JB002203,D,0,47,10,1,2527
JB002204,D,1,33,14,1,2171
JB002205,D,0,22,11,0,0
JB002206,D,0,51,16,0,0
JB002207,D,1,52,16,0,0
JB002208,D,0,31,16,1,2101
JB002209,D,1,52,12,1,2111
JB002210,D,1,54,16,1,2603
JB002211,D,1,37,16,1,2752
JB002212,D,1,44,16,0,0
JB002213,D,1,37,17,0,0
JB002214,D,1,41,10,1,2064
JB002215,D,1,41,10,0,0
JB002216,D,0,28,10,0,0
JB002217,D,1,43,11,1,1867
JB002218,D,1,27,13,1,2376
JB002219,D,1,28,17,1,2367
JB002220,D,1,52,18,0,0
JB002221,D,1,26,18,1,2814
JB002222,D,1,27,14,1,2267
JB002223,D,0,31,17,0,0
JB002224,D,1,25,11,1,1508
JB002225,D,0,22,11,0,0
JB002226,D,0,36,14,0,0
JB002227,D,1,19,12,1,1538
JB002228,D,0,26,16,1,2533
JB002229,D,1,52,10,1,2345
JB002230,D,0,34,15,1,2749
JB002231,D,1,33,18,1,2837
JB002232,D,1,34,18,1,2397
JB002233,D,1,55,14,1,2535
JB002234,D,0,24,15,1,2419
JB002235,D,1,49,14,1,2802
JB002236,D,1,29,13,0,0
JB002237,D,0,27,14,0,0
JB002238,D,1,54,14,1,2887
JB002239,D,0,19,12,1,1461
JB002240,D,0,31,17,1,2517
JB002241,D,1,23,14,0,0
JB002242,D,1,39,14,0,0
JB002243,D,0,22,15,0,0
JB002244,D,1,51,15,1,2915
JB002245,D,0,26,12,1,2320
JB002246,D,1,40,12,0,0
JB002247,D,0,19,16,1,2633
JB002248,D,0,39,15,1,2211
JB002249,D,1,45,15,1,2871
JB002250,D,1,40,15,0,0
JB002251,D,0,24,14,1,2139
JB002252,D,1,42,11,0,0
JB002253,D,1,55,14,1,2598
JB002254,D,0,31,15,1,1897
JB002255,D,0,47,17,1,3272
JB002256,D,1,37,10,1,1860
JB002257,D,1,22,15,1,1778
JB002258,D,0,26,12,1,1571
JB002259,D,1,44,9,0,0
JB002260,D,1,54,18,1,2695
JB002261,D,0,35,17,0,0
JB002262,D,0,38,17,1,2513
JB002263,D,0,25,17,1,2631
JB002264,D,0,48,18,1,2726
JB002265,D,1,22,11,0,0
JB002266,D,0,21,14,1,2445
JB002267,D,1,32,12,0,0
JB002268,D,0,36,13,0,0
JB002269,D,1,20,16,0,0
JB002270,D,0,25,16,1,2033
JB002271,D,1,20,13,0,0
JB002272,D,0,27,15,0,0
JB002273,D,1,25,12,1,2144
JB002274,D,1,35,9,1,1781
JB002275,D,0,21,11,1,1574
JB002276,D,0,54,10,0,0
JB002277,D,1,25,13,0,0
JB002278,D,0,30,12,1,1741
JB002279,D,1,19,18,0,0
JB002280,D,1,54,18,1,3272
JB002281,D,0,38,14,1,1962
JB002282,D,0,34,12,0,0
JB002283,D,1,47,14,1,2043
JB002284,D,1,55,17,1,3468
JB002285,D,0,46,15,1,2923
JB002286,D,0,23,18,1,2624
JB002287,D,0,39,12,0,0
JB002288,D,0,40,10,1,2150
JB002289,D,0,40,11,1,2498
JB002290,D,0,22,17,1,2734
JB002291,D,1,41,14,0,0
JB002292,D,1,42,13,1,2634
JB002293,D,0,41,13,0,0
JB002294,D,1,47,16,1,2798
JB002295,D,1,47,15,1,3023
JB002296,D,0,28,9,1,1861
JB002297,D,0,38,16,0,0
JB002298,D,1,49,12,0,0
JB002299,D,0,39,10,0,0
JB002300,D,0,48,12,1,2637
JB002301,D,0,38,14,0,0
JB002302,D,1,53,15,1,2990
JB002303,D,1,27,13,0,0
JB002304,D,0,49,15,1,2564
JB002305,D,0,30,18,1,2463
JB002306,D,1,24,9,1,1430
JB002307,D,0,20,16,1,2184
JB002308,D,1,35,11,0,0
JB002309,D,0,51,16,0,0
JB002310,D,1,37,10,0,0
JB002311,D,1,24,18,0,0
JB002312,D,1,47,11,1,1955
JB002313,D,1,19,11,1,2018
JB002314,D,1,41,14,0,0
JB002315,D,0,53,9,0,0
JB002316,D,0,34,17,1,2892
JB002317,D,1,55,12,0,0
JB002318,D,1,53,13,0,0
JB002319,D,1,27,12,0,0
JB002320,D,0,37,10,1,1855
JB002321,D,0,20,16,1,2690
JB002322,D,1,55,9,0,0
JB002323,D,0,48,17,1,2535
JB002324,D,1,50,9,1,2260
JB002325,D,0,30,16,1,2363
JB002326,D,0,30,16,1,2717
JB002327,D,0,39,12,1,1783
JB002328,D,0,31,13,1,2457
JB002329,D,1,52,10,1,2128
JB002330,D,1,34,9,0,0
JB002331,D,0,35,14,0,0
JB002332,D,0,44,13,0,0
JB002333,D,0,34,11,0,0
JB002334,D,1,25,13,0,0
JB002335,D,1,19,18,1,2561
JB002336,D,0,21,11,0,0
JB002337,D,1,23,11,0,0
JB002338,D,1,25,12,0,0
JB002339,D,0,41,17,1,2377
JB002340,D,1,22,13,0,0
JB002341,D,0,35,13,0,0
JB002342,D,0,31,17,1,2654
JB002343,D,0,20,11,0,0
JB002344,D,1,21,12,0,0
JB002345,D,1,43,11,0,0
JB002346,D,0,38,16,1,2677
JB002347,D,1,23,15,0,0
JB002348,D,1,27,10,0,0
JB002349,D,0,36,10,0,0
JB002350,D,0,37,12,0,0
JB002351,D,0,47,11,1,1809
JB002352,D,1,21,10,1,2093
JB002353,D,1,23,15,0,0
JB002354,D,1,33,10,0,0
JB002355,D,0,20,10,0,0
JB002356,D,0,28,10,1,1302
JB002357,D,1,44,12,1,2358
JB002358,D,0,38,14,1,2041
JB002359,D,1,34,16,0,0
JB002360,D,0,22,12,1,1740
JB002361,D,0,55,16,0,0
JB002362,D,1,25,15,0,0
JB002363,D,1,37,15,1,2182
JB002364,D,0,32,16,1,2837
JB002365,D,0,26,17,1,2427
JB002366,D,1,42,10,0,0
JB002367,D,0,20,11,1,1726
JB002368,D,0,19,17,1,2004
JB002369,D,0,36,17,1,2858
JB002370,D,0,22,10,0,0
JB002371,D,1,52,12,1,2498
JB002372,D,0,26,14,0,0
JB002373,D,1,40,9,0,0
JB002374,D,1,25,16,0,0
JB002375,D,1,21,9,1,1537
JB002376,D,0,37,14,1,2563
JB002377,D,1,40,10,0,0
JB002378,D,0,35,13,0,0
JB002379,D,1,22,18,1,2386
JB002380,D,0,42,10,0,0
JB002381,D,0,25,15,0,0
JB002382,D,1,34,11,1,1698
JB002383,D,1,30,9,1,2141
JB002384,D,0,36,18,1,3051
JB002385,D,0,50,11,0,0
JB002386,D,1,19,10,0,0
JB002387,D,0,21,18,0,0
JB002388,D,0,49,10,0,0
JB002389,D,0,24,11,1,1717
JB002390,D,0,23,10,1,1540
JB002391,D,0,52,9,0,0
JB002392,D,1,54,11,1,1844
JB002393,D,0,23,16,1,2656
JB002394,D,1,32,10,1,1526
