applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline
JT001596,C,1,46,11,1,2000
JT001597,C,1,44,18,1,2511
JT001598,C,1,31,9,0,0
JT001599,C,1,26,17,1,2117
JT001600,C,0,28,16,1,1895
JT001601,C,0,30,15,0,0
JT001602,C,1,33,18,1,2966
JT001603,C,1,23,9,1,1130
JT001604,C,1,39,11,1,1537
JT001605,C,1,35,13,0,0
JT001606,C,1,26,18,1,2334
JT001607,C,0,45,9,0,0
JT001608,C,1,27,18,1,2900
JT001609,C,0,46,16,1,2620
JT001610,C,0,27,12,1,1475
JT001611,C,0,21,18,1,2114
JT001612,C,0,19,13,1,1712
JT001613,C,0,28,10,1,1836
JT001614,C,0,31,13,0,0
JT001615,C,1,50,10,1,2414
JT001616,C,0,51,10,0,0
JT001617,C,1,36,10,1,1987
JT001618,C,1,46,13,0,0
JT001619,C,1,22,14,0,0
JT001620,C,0,53,11,1,1829
JT001621,C,0,20,9,1,1725
JT001622,C,1,32,16,0,0
JT001623,C,1,37,18,0,0
JT001624,C,1,31,14,1,2534
JT001625,C,0,34,17,0,0
JT001626,C,1,39,13,1,2338
JT001627,C,0,20,16,1,2160
JT001628,C,0,41,9,0,0
JT001629,C,1,35,9,1,1924
JT001630,C,0,37,11,0,0
JT001631,C,1,49,13,1,2125
JT001632,C,1,45,12,0,0
JT001633,C,1,31,14,0,0
JT001634,C,1,43,18,0,0
JT001635,C,0,52,18,0,0
JT001636,C,0,53,13,1,2581
JT001637,C,0,47,13,0,0
JT001638,C,1,26,11,0,0
JT001639,C,0,37,16,1,2479
JT001640,C,1,30,15,0,0
JT001641,C,0,44,15,0,0
JT001642,C,1,22,16,0,0
JT001643,C,0,31,11,0,0
JT001644,C,1,30,13,1,2357
JT001645,C,0,20,14,1,1523
JT001646,C,0,53,9,1,1446
JT001647,C,0,44,12,0,0
JT001648,C,0,36,15,0,0
JT001649,C,1,54,15,1,2831
JT001650,C,0,45,17,1,2377
JT001651,C,1,28,17,1,1965
JT001652,C,0,25,18,0,0
JT001653,C,1,53,16,0,0
JT001654,C,0,46,12,0,0
JT001655,C,0,48,12,0,0
JT001656,C,1,28,15,0,0
JT001657,C,0,49,12,0,0
JT001658,C,0,39,17,1,2369
JT001659,C,1,22,11,1,1179
JT001660,C,1,38,9,1,2180
JT001661,C,1,33,11,0,0
JT001662,C,1,40,10,0,0
JT001663,C,0,27,14,1,2193
JT001664,C,1,26,16,0,0
JT001665,C,1,22,14,0,0
JT001666,C,0,33,14,1,2603
JT001667,C,0,19,16,1,2148
JT001668,C,0,28,10,0,0
JT001669,C,0,22,12,0,0
JT001670,C,1,26,15,1,2542
JT001671,C,1,34,15,0,0
JT001672,C,1,24,10,0,0
JT001673,C,0,22,13,1,2183
JT001674,C,1,50,15,1,2212
JT001675,C,1,36,12,1,2418
JT001676,C,1,35,18,1,2550
JT001677,C,1,23,14,1,1942
JT001678,C,1,55,11,0,0
JT001679,C,1,42,9,0,0
JT001680,C,0,28,10,0,0
JT001681,C,0,47,11,1,2239
JT001682,C,1,36,14,0,0
JT001683,C,0,29,13,1,2121
JT001684,C,1,50,15,1,2434
JT001685,C,0,25,14,0,0
JT001686,C,1,49,10,1,2261
JT001687,C,1,35,9,1,1605
JT001688,C,0,21,18,1,2581
JT001689,C,1,27,17,1,2422
JT001690,C,0,50,9,1,2095
JT001691,C,1,37,9,0,0
JT001692,C,0,25,15,0,0
JT001693,C,0,43,15,0,0
JT001694,C,1,22,15,1,2248
JT001695,C,0,37,16,0,0
JT001696,C,0,26,11,0,0
JT001697,C,1,38,11,1,2225
JT001698,C,1,52,16,0,0
JT001699,C,0,20,11,0,0
JT001700,C,0,21,9,1,1779
JT001701,C,0,25,11,0,0
JT001702,C,1,19,17,1,2005
JT001703,C,0,55,9,0,0
JT001704,C,0,53,12,0,0
JT001705,C,1,50,17,0,0
JT001706,C,1,49,15,1,2948
JT001707,C,0,34,12,1,1480
JT001708,C,1,41,14,1,2039
JT001709,C,1,33,14,0,0
JT001710,C,0,33,12,0,0
JT001711,C,0,33,17,0,0
JT001712,C,0,42,12,0,0
JT001713,C,0,19,10,1,1431
JT001714,C,1,52,11,0,0
JT001715,C,0,53,13,0,0
JT001716,C,0,32,12,0,0
JT001717,C,1,41,13,0,0
JT001718,C,0,40,14,0,0
JT001719,C,1,53,10,1,2426
JT001720,C,0,46,13,0,0
JT001721,C,1,47,13,0,0
JT001722,C,1,46,11,1,2514
JT001723,C,1,35,12,0,0
JT001724,C,1,28,10,0,0
JT001725,C,1,46,18,1,3177
JT001726,C,1,55,13,0,0
JT001727,C,0,49,15,0,0
JT001728,C,0,31,11,0,0
JT001729,C,1,47,14,1,2242
JT001730,C,1,45,12,1,2237
JT001731,C,0,51,15,0,0
JT001732,C,0,34,18,1,3018
JT001733,C,1,28,15,1,2356
JT001734,C,1,41,11,1,2203
JT001735,C,0,51,10,0,0
JT001736,C,1,22,11,1,1309
JT001737,C,0,21,9,0,0
JT001738,C,0,45,14,0,0
JT001739,C,0,42,15,1,2258
JT001740,C,0,21,14,1,2146
JT001741,C,0,42,15,1,2165
JT001742,C,1,54,9,1,1573
JT001743,C,0,26,17,1,2265
JT001744,C,1,35,12,0,0
JT001745,C,1,42,14,0,0
JT001746,C,1,40,17,0,0
JT001747,C,1,42,12,0,0
JT001748,C,1,32,17,0,0
JT001749,C,1,24,15,0,0
JT001750,C,0,47,13,0,0
JT001751,C,0,54,14,1,2673
JT001752,C,0,47,15,1,2669
JT001753,C,0,55,16,1,3044
JT001754,C,0,48,11,1,2360
JT001755,C,1,47,17,0,0
JT001756,C,1,34,18,1,3103
JT001757,C,0,49,13,0,0
JT001758,C,1,19,11,0,0
JT001759,C,0,33,13,1,2048
JT001760,C,0,38,14,1,1795
JT001761,C,1,40,18,1,2275
JT001762,C,1,42,17,1,2769
JT001763,C,0,51,18,1,2529
JT001764,C,0,34,18,1,2363
JT001765,C,0,50,13,1,2025
JT001766,C,1,35,14,1,2166
JT001767,C,1,19,18,0,0
JT001768,C,1,23,13,1,2334
JT001769,C,0,51,9,1,1718
JT001770,C,0,25,11,1,2144
JT001771,C,1,29,15,1,1835
JT001772,C,0,47,17,0,0
JT001773,C,0,23,15,0,0
JT001774,C,0,30,17,0,0
JT001775,C,1,19,11,0,0
JT001776,C,0,46,18,0,0
JT001777,C,1,40,12,0,0
JT001778,C,1,46,18,1,3299
JT001779,C,1,29,11,0,0
JT001780,C,0,46,12,0,0
JT001781,C,0,45,14,1,2657
JT001782,C,1,44,18,0,0
JT001783,C,0,52,9,1,1545
JT001784,C,1,55,13,1,2532
JT001785,C,0,51,11,1,1854
JT001786,C,1,26,11,0,0
JT001787,C,0,46,17,1,3004
JT001788,C,1,33,14,0,0
JT001789,C,0,53,15,1,2584
JT001790,C,1,42,14,1,2604
JT001791,C,1,55,17,1,2575
JT001792,C,1,53,12,0,0
JT001793,C,0,31,16,0,0
JT001794,C,1,25,12,0,0
JT001795,C,0,39,10,1,1693
JT001796,C,0,33,17,1,2632
JT001797,C,1,39,12,1,2107
JT001798,C,1,46,15,0,0
JT001799,C,0,42,15,0,0
JT001800,C,1,31,17,1,2815
JT001801,D,0,52,17,0,0
JT001802,D,0,19,12,1,1680
JT001803,D,1,37,18,1,3032
JT001804,D,0,39,12,0,0
JT001805,D,1,21,9,1,1857
JT001806,D,1,36,18,0,0
JT001807,D,0,24,13,0,0
JT001808,D,1,26,13,0,0
JT001809,D,1,24,10,1,1562
JT001810,D,0,50,9,1,1678
JT001811,D,1,42,10,1,1689
JT001812,D,0,19,11,0,0
JT001813,D,0,49,18,0,0
JT001814,D,1,44,9,1,1871
JT001815,D,0,25,12,0,0
JT001816,D,0,48,14,0,0
JT001817,D,0,48,12,1,2651
JT001818,D,1,46,12,1,2497
JT001819,D,1,49,13,0,0
JT001820,D,0,43,11,0,0
JT001821,D,1,26,12,1,2464
JT001822,D,0,48,11,1,1894
JT001823,D,1,37,14,1,2780
JT001824,D,1,52,18,0,0
JT001825,D,1,23,15,0,0
JT001826,D,1,42,13,0,0
JT001827,D,0,24,17,1,2522
JT001828,D,1,46,14,0,0
JT001829,D,1,32,11,0,0
JT001830,D,1,36,13,1,2307
JT001831,D,0,49,11,0,0
JT001832,D,0,51,16,0,0
JT001833,D,1,19,10,1,1630
JT001834,D,0,46,11,1,2641
JT001835,D,1,40,16,0,0
JT001836,D,0,28,9,1,1334
JT001837,D,1,22,14,1,1856
JT001838,D,1,38,13,1,2656
JT001839,D,1,46,15,1,2388
JT001840,D,0,32,15,1,2634
JT001841,D,0,22,9,0,0
JT001842,D,1,25,11,0,0
JT001843,D,1,28,16,0,0
JT001844,D,1,37,15,1,2863
JT001845,D,1,54,15,0,0
JT001846,D,0,25,11,0,0
JT001847,D,1,47,14,0,0
JT001848,D,1,35,16,1,2595
JT001849,D,0,50,16,0,0
JT001850,D,1,48,11,1,1975
JT001851,D,0,39,10,0,0
JT001852,D,0,32,10,0,0
JT001853,D,0,50,11,1,2492
JT001854,D,1,45,16,1,3122
JT001855,D,0,53,17,1,3250
JT001856,D,1,26,14,1,2408
JT001857,D,0,31,13,0,0
JT001858,D,0,50,18,1,2725
JT001859,D,1,22,16,1,2455
JT001860,D,1,40,13,1,2643
JT001861,D,0,40,10,0,0
JT001862,D,0,42,10,1,1597
JT001863,D,1,40,15,0,0
JT001864,D,0,31,16,0,0
JT001865,D,1,22,18,1,2455
JT001866,D,1,40,18,0,0
JT001867,D,1,42,15,0,0
JT001868,D,0,27,10,1,2078
JT001869,D,1,50,16,1,3097
JT001870,D,1,47,16,0,0
JT001871,D,0,32,13,0,0
JT001872,D,1,52,16,1,2679
JT001873,D,1,54,18,1,3350
JT001874,D,0,43,18,0,0
JT001875,D,0,41,11,1,2048
JT001876,D,1,47,18,1,2965
JT001877,D,1,43,17,1,2840
JT001878,D,1,41,13,0,0
JT001879,D,1,30,17,1,2122
JT001880,D,0,53,13,0,0
JT001881,D,1,32,11,1,1953
JT001882,D,0,27,16,0,0
JT001883,D,1,31,12,0,0
JT001884,D,1,52,16,0,0
JT001885,D,0,44,14,1,2926
JT001886,D,1,52,14,0,0
JT001887,D,1,25,10,1,1939
JT001888,D,0,22,16,0,0
JT001889,D,1,48,13,0,0
JT001890,D,0,24,17,0,0
JT001891,D,0,51,15,0,0
JT001892,D,1,27,12,1,2222
JT001893,D,0,39,11,0,0
JT001894,D,1,36,10,0,0
JT001895,D,0,48,15,1,2497
JT001896,D,0,40,9,1,1573
JT001897,D,0,35,10,0,0
JT001898,D,0,43,9,0,0
JT001899,D,1,26,11,0,0
JT001900,D,1,27,16,1,2104
JT001901,D,0,32,15,0,0
JT001902,D,1,52,11,0,0
JT001903,D,1,31,14,1,2655
JT001904,D,1,55,11,1,2034
JT001905,D,1,36,10,0,0
JT001906,D,1,23,10,1,1948
JT001907,D,1,33,18,1,2773
JT001908,D,0,36,11,0,0
JT001909,D,0,42,11,1,2524
JT001910,D,0,30,10,1,1456
JT001911,D,1,24,11,1,1930
JT001912,D,1,34,12,1,1796
JT001913,D,1,21,10,1,1681
JT001914,D,0,29,14,1,2643
JT001915,D,0,24,9,0,0
JT001916,D,0,19,14,1,1773
JT001917,D,1,30,14,1,2469
JT001918,D,0,44,17,0,0
JT001919,D,1,29,9,0,0
JT001920,D,1,51,17,1,2458
JT001921,D,0,27,18,1,3045
JT001922,D,1,42,11,1,1910
JT001923,D,1,40,17,0,0
JT001924,D,1,54,10,1,2296
JT001925,D,0,25,11,0,0
JT001926,D,0,55,9,1,1946
JT001927,D,0,19,11,0,0
JT001928,D,1,45,9,1,2373
JT001929,D,0,22,13,1,1654
JT001930,D,1,43,14,0,0
JT001931,D,0,55,18,1,3303
JT001932,D,1,55,9,0,0
JT001933,D,0,30,16,1,2280
JT001934,D,1,40,13,0,0
JT001935,D,0,49,17,0,0
JT001936,D,1,50,12,0,0
JT001937,D,1,42,17,0,0
JT001938,D,1,49,12,0,0
JT001939,D,1,55,10,0,0
JT001940,D,0,30,14,1,2606
JT001941,D,0,25,9,0,0
JT001942,D,0,51,18,1,2752
JT001943,D,1,40,10,0,0
JT001944,D,0,30,13,1,2288
JT001945,D,0,42,18,1,2832
JT001946,D,0,49,13,0,0
JT001947,D,0,20,12,1,1419
JT001948,D,0,33,13,0,0
JT001949,D,1,33,9,1,1510
JT001950,D,0,40,10,0,0
JT001951,D,0,30,10,1,1581
JT001952,D,0,26,12,1,1626
JT001953,D,1,28,14,1,1813
JT001954,D,0,45,18,1,3139
JT001955,D,1,49,10,1,2052
JT001956,D,1,50,16,1,2314
JT001957,D,0,42,12,0,0
JT001958,D,0,49,16,1,2540
JT001959,D,1,52,9,0,0
JT001960,D,0,51,14,1,2289
JT001961,D,1,50,17,1,2664
JT001962,D,1,54,14,1,2408
JT001963,D,0,39,10,1,1559
JT001964,D,0,19,11,0,0
JT001965,D,1,31,9,1,1249
JT001966,D,0,50,10,0,0
JT001967,D,1,35,12,1,1771
JT001968,D,1,50,17,1,2972
JT001969,D,1,30,18,0,0
JT001970,D,0,43,12,1,1951
JT001971,D,0,40,17,1,2298
JT001972,D,1,25,16,1,2299
JT001973,D,1,30,15,0,0
JT001974,D,0,51,15,1,2363
JT001975,D,0,51,14,1,2159
JT001976,D,0,37,11,1,2251
JT001977,D,1,53,11,1,1901
JT001978,D,0,30,13,1,2184
JT001979,D,1,29,16,1,2322
JT001980,D,0,26,10,1,1399
JT001981,D,0,28,16,0,0
JT001982,D,0,33,15,0,0
JT001983,D,0,43,12,1,2274
JT001984,D,0,49,11,1,2356
JT001985,D,1,41,15,1,2613
JT001986,D,1,39,9,0,0
JT001987,D,0,50,15,0,0
JT001988,D,0,42,18,1,3076
JT001989,D,0,20,14,1,2219
JT001990,D,1,50,11,1,2132
JT001991,D,1,48,15,1,2576
JT001992,D,0,31,9,0,0
JT001993,D,0,55,9,1,1913
JT001994,D,0,38,18,1,3048
JT001995,D,1,55,12,1,2159
JT001996,D,0,23,9,1,1905
JT001997,D,0,44,17,1,2435
JT001998,D,1,53,17,0,0
JT001999,D,1,30,9,0,0
JT002000,D,1,50,14,1,2296
JT002001,D,1,31,11,1,1914
JT002002,D,1,38,9,0,0
JT002003,D,0,33,12,0,0
JT002004,D,1,30,10,0,0
JT002005,D,1,48,11,0,0
JT002006,D,1,51,14,0,0
JT002007,D,0,46,16,1,2566
JT002008,D,1,44,11,0,0
JT002009,D,1,19,14,0,0
JT002010,D,0,41,14,1,2762
JT002011,D,1,50,15,0,0
JT002012,D,1,46,14,0,0
JT002013,D,1,48,14,1,2397
JT002014,D,0,38,12,1,2133
JT002015,D,0,21,18,0,0
JT002016,D,0,54,13,1,2956
JT002017,D,1,31,10,0,0
JT002018,D,0,35,11,0,0
JT002019,D,0,41,14,1,2631
JT002020,D,1,31,17,1,2582
JT002021,D,0,37,9,0,0
JT002022,D,1,35,15,1,2618
JT002023,D,1,27,16,1,2899
JT002024,D,1,55,11,0,0
JT002025,D,0,35,10,1,1607
JT002026,D,0,49,10,1,1908
JT002027,D,1,54,18,0,0
JT002028,D,0,32,15,0,0
JT002029,D,0,27,15,0,0
JT002030,D,1,20,15,1,2342
JT002031,D,0,23,18,1,2380
JT002032,D,1,55,12,1,2695
JT002033,D,0,27,13,1,1926
JT002034,D,0,52,12,1,2527
JT002035,D,1,53,11,0,0
JT002036,D,0,21,17,0,0
JT002037,D,0,46,18,0,0
JT002038,D,0,36,10,0,0
JT002039,D,1,37,10,0,0
JT002040,D,0,45,14,1,2061
JT002041,D,1,47,9,1,2426
JT002042,D,0,35,18,1,2429
JT002043,D,1,31,16,0,0
JT002044,D,1,23,15,0,0
JT002045,D,1,46,10,0,0
JT002046,D,0,52,13,1,2661
JT002047,D,1,53,12,0,0
JT002048,D,0,41,13,1,2158
JT002049,D,1,27,13,1,1858
JT002050,D,0,25,10,1,1970
JT002051,D,0,42,9,1,2086
JT002052,D,0,28,15,1,2341
JT002053,D,1,48,13,0,0
JT002054,D,1,47,12,1,2104
JT002055,D,1,54,10,1,2684
JT002056,D,0,21,13,1,1895
JT002057,D,1,54,11,0,0
JT002058,D,0,50,9,1,2444
JT002059,D,0,51,11,0,0
JT002060,D,0,34,15,1,2677
JT002061,D,0,28,15,0,0
JT002062,D,0,31,16,0,0
JT002063,D,0,28,18,1,3170
JT002064,D,0,54,9,1,1694
JT002065,D,0,42,16,1,3060
JT002066,D,0,42,10,0,0
JT002067,D,1,36,9,1,2062
JT002068,D,0,54,9,0,0
JT002069,D,0,24,12,0,0
JT002070,D,1,54,10,1,2486
JT002071,D,0,55,12,1,2562
JT002072,D,1,36,16,0,0
JT002073,D,0,44,15,0,0
JT002074,D,1,34,17,1,2899
JT002075,D,1,32,12,0,0
JT002076,D,0,37,13,0,0
JT002077,D,1,28,17,1,2466
JT002078,D,1,49,15,1,3178
JT002079,D,1,29,12,0,0
JT002080,D,1,22,17,0,0
JT002081,D,0,35,11,0,0
JT002082,D,0,33,13,0,0
JT002083,D,0,37,15,1,2752
JT002084,D,0,52,14,1,2733
JT002085,D,1,42,10,1,2323
JT002086,D,1,32,15,0,0
JT002087,D,0,42,16,1,2389
JT002088,D,1,22,13,0,0
JT002089,D,1,39,17,1,2485
JT002090,D,1,22,18,1,2361
JT002091,D,0,32,14,1,2750
JT002092,D,1,30,14,0,0
JT002093,D,0,22,14,0,0
JT002094,D,0,43,13,1,2301
JT002095,D,0,34,17,0,0
JT002096,D,0,32,12,0,0
JT002097,D,0,40,16,0,0
JT002098,D,1,41,10,0,0
JT002099,D,0,54,16,0,0
JT002100,D,1,34,13,0,0
JT002101,D,0,32,14,1,2206
JT002102,D,0,31,16,0,0
JT002103,D,0,43,12,1,1847
JT002104,D,1,25,16,0,0
JT002105,D,1,23,16,0,0
JT002106,D,0,37,15,1,2849
JT002107,D,1,34,14,1,2592
JT002108,D,0,31,14,0,0
JT002109,D,1,34,15,0,0
JT002110,D,1,29,18,0,0
JT002111,D,1,26,16,0,0
JT002112,D,1,28,14,0,0
JT002113,D,0,37,13,0,0
JT002114,D,0,23,10,0,0
JT002115,D,0,39,18,1,3297
JT002116,D,1,23,18,1,2894
JT002117,D,0,29,17,0,0
JT002118,D,0,50,18,0,0
JT002119,D,1,39,15,1,2293
JT002120,D,1,50,12,1,1961
JT002121,D,1,44,13,1,2834
JT002122,D,0,31,11,0,0
JT002123,D,1,28,10,0,0
JT002124,D,1,43,10,1,1662
JT002125,D,0,46,15,0,0
JT002126,D,0,45,14,0,0
JT002127,D,0,30,13,0,0
JT002128,D,0,43,16,1,2618
JT002129,D,1,47,14,1,2446
JT002130,D,1,29,10,0,0
JT002131,D,0,25,18,1,2477
JT002132,D,1,54,15,0,0
JT002133,D,1,31,14,1,1823
JT002134,D,1,51,18,1,2776
JT002135,D,0,21,12,0,0
JT002136,D,1,34,13,1,2688
JT002137,D,1,35,16,1,2596
JT002138,D,1,51,15,0,0
JT002139,D,1,53,15,1,2307
JT002140,D,0,30,15,1,2029
JT002141,D,1,28,9,1,1746
JT002142,D,1,45,16,0,0
JT002143,D,1,46,14,0,0
JT002144,D,0,25,10,0,0
JT002145,D,0,50,14,1,3004
JT002146,D,0,27,16,1,2446
JT002147,D,1,19,12,0,0
JT002148,D,0,24,13,0,0
JT002149,D,1,49,15,1,2627
JT002150,D,0,47,14,1,2950
JT002151,D,0,34,18,1,2347
JT002152,D,0,41,13,1,2775
JT002153,D,0,24,11,0,0
JT002154,D,1,37,12,0,0
JT002155,D,1,55,16,1,2993
JT002156,D,1,53,16,1,3313
JT002157,D,1,54,13,1,2645
JT002158,D,1,44,15,1,2235
JT002159,D,0,32,10,1,1744
JT002160,D,0,52,11,0,0
JT002161,D,0,41,15,0,0
JT002162,D,0,44,14,1,2492
JT002163,D,0,47,18,1,3325
JT002164,D,0,36,16,0,0
JT002165,D,1,44,12,1,2076
JT002166,D,1,34,11,1,1987
JT002167,D,0,51,12,1,1894
JT002168,D,1,28,15,0,0
JT002169,D,1,33,16,0,0
JT002170,D,1,53,13,1,2494
JT002171,D,1,32,13,0,0
JT002172,D,0,19,10,1,1562
JT002173,D,0,23,15,0,0
JT002174,D,0,34,14,1,2531
JT002175,D,1,48,18,1,2959
JT002176,D,1,53,15,0,0
JT002177,D,0,28,9,0,0
JT002178,D,1,36,12,0,0
JT002179,D,1,50,15,0,0
JT002180,D,1,34,14,1,2629
JT002181,D,1,30,9,1,1338
JT002182,D,1,40,13,0,0
JT002183,D,0,41,13,1,2055
JT002184,D,1,40,11,1,1973
JT002185,D,0,31,10,0,0
JT002186,D,1,39,17,1,2444
JT002187,D,0,34,11,1,2308
JT002188,D,0,35,17,1,2978
JT002189,D,0,25,9,0,0
JT002190,D,1,43,13,1,2671
JT002191,D,1,44,18,1,2764
JT002192,D,0,53,13,0,0
JT002193,D,1,30,12,0,0
JT002194,D,0,48,13,1,2329
JT002195,D,1,45,17,1,3070
JT002196,D,1,55,17,0,0
JT002197,D,0,55,12,0,0
JT002198,D,1,28,15,0,0
JT002199,D,0,39,18,1,3063
JT002200,D,0,48,12,1,2808
JT002201,D,1,28,15,1,2522
JT002202,D,1,29,18,0,0
JT002203,D,1,36,10,0,0
JT002204,D,0,22,17,1,2793
JT002205,D,0,48,16,1,2796
JT002206,D,0,40,17,1,2727
JT002207,D,1,47,12,1,2537
JT002208,D,0,40,9,1,1721
JT002209,D,1,43,15,1,2195
JT002210,D,1,29,17,1,2455
JT002211,D,1,40,11,0,0
JT002212,D,0,24,11,1,1863
JT002213,D,0,53,14,1,2646
JT002214,D,1,44,16,0,0
JT002215,D,1,52,10,1,2379
JT002216,D,0,30,9,0,0
JT002217,D,1,41,10,0,0
JT002218,D,1,21,10,1,1362
JT002219,D,1,54,15,1,3182
JT002220,D,0,21,17,1,2841
JT002221,D,1,36,17,0,0
JT002222,D,1,25,12,1,1917
JT002223,D,1,39,17,0,0
JT002224,D,0,27,17,1,2305
JT002225,D,1,23,14,0,0
JT002226,D,1,38,14,1,2851
JT002227,D,1,51,10,1,1805
JT002228,D,1,50,16,0,0
JT002229,D,1,30,15,1,2001
JT002230,D,1,41,11,1,1898
JT002231,D,1,31,17,0,0
JT002232,D,1,35,17,1,2380
JT002233,D,0,38,12,1,1692
JT002234,D,1,31,13,0,0
JT002235,D,0,51,13,1,2852
JT002236,D,1,29,11,0,0
JT002237,D,0,25,11,0,0
JT002238,D,0,41,16,0,0
JT002239,D,0,46,11,0,0
JT002240,D,1,34,14,0,0
JT002241,D,1,29,11,1,2386
JT002242,D,0,21,10,0,0
JT002243,D,0,37,10,0,0
JT002244,D,1,30,15,0,0
JT002245,D,1,55,9,0,0
JT002246,D,0,44,18,0,0
JT002247,D,0,49,13,1,2671
JT002248,D,0,27,14,0,0
JT002249,D,1,46,16,1,2658
JT002250,D,1,48,9,0,0
JT002251,D,1,24,17,0,0
JT002252,D,1,23,13,0,0
JT002253,D,1,24,12,1,2074
JT002254,D,1,55,18,1,3241
JT002255,D,0,45,12,0,0
JT002256,D,0,49,9,1,1763
JT002257,D,1,55,12,0,0
JT002258,D,0,26,12,1,2405
JT002259,D,0,37,14,0,0
JT002260,D,1,55,9,0,0
JT002261,D,1,47,10,1,1626
JT002262,D,0,46,17,0,0
JT002263,D,0,40,11,0,0
JT002264,D,0,25,18,1,2315
JT002265,D,0,39,14,0,0
JT002266,D,1,40,16,1,2615
JT002267,D,1,36,18,1,2436
JT002268,D,1,35,15,1,2595
JT002269,D,1,45,15,0,0
JT002270,D,0,36,17,1,2880
JT002271,D,0,53,17,1,3024
JT002272,D,0,20,18,0,0
JT002273,D,1,32,17,0,0
JT002274,D,0,35,17,0,0
JT002275,D,0,28,12,0,0
JT002276,D,0,22,18,0,0
JT002277,D,1,46,9,1,1696
JT002278,D,0,35,13,1,2126
JT002279,D,0,43,18,1,2750
JT002280,D,1,40,10,1,2203
JT002281,D,1,25,13,0,0
JT002282,D,1,29,17,0,0
JT002283,D,0,20,12,0,0
JT002284,D,1,46,12,1,2675
JT002285,D,0,26,17,1,2333
JT002286,D,1,30,16,0,0
JT002287,D,1,43,18,1,2766
JT002288,D,1,42,16,1,2869
JT002289,D,1,25,12,0,0
JT002290,D,0,41,17,0,0
JT002291,D,1,28,10,0,0
JT002292,D,1,46,9,1,2439
JT002293,D,0,22,9,1,1920
JT002294,D,1,41,10,0,0
JT002295,D,0,32,10,0,0
JT002296,D,0,50,13,0,0
JT002297,D,1,19,16,1,2356
JT002298,D,0,28,10,0,0
JT002299,D,1,26,14,1,1753
JT002300,D,0,54,10,0,0
JT002301,D,0,23,17,0,0
JT002302,D,1,35,10,1,1549
JT002303,D,0,28,9,1,1360
JT002304,D,0,32,11,1,2401
JT002305,D,1,25,11,0,0
JT002306,D,0,24,11,1,2130
JT002307,D,1,41,15,0,0
JT002308,D,1,49,14,1,2757
JT002309,D,1,47,9,0,0
JT002310,D,1,31,9,1,1887
JT002311,D,0,40,18,1,3012
JT002312,D,1,21,12,1,2299
JT002313,D,1,19,12,0,0
JT002314,D,1,36,13,0,0
JT002315,D,1,19,9,1,1742
JT002316,D,1,49,10,1,1608
JT002317,D,0,40,9,0,0
JT002318,D,0,22,17,0,0
JT002319,D,1,19,17,1,2479
JT002320,D,1,35,17,0,0
JT002321,D,0,48,10,1,2185
JT002322,D,0,33,9,0,0
JT002323,D,1,43,16,1,2448
JT002324,D,0,29,11,0,0
JT002325,D,1,33,11,0,0
JT002326,D,1,48,15,0,0
JT002327,D,1,27,16,1,2128
JT002328,D,1,37,15,1,2287
JT002329,D,1,46,12,1,2349
JT002330,D,0,45,13,1,2330
JT002331,D,1,29,18,0,0
JT002332,D,1,28,14,1,1867
JT002333,D,1,49,9,0,0
JT002334,D,1,52,13,0,0
JT002335,D,1,34,16,1,2215
JT002336,D,1,35,11,0,0
JT002337,D,0,43,12,1,2437
JT002338,D,0,53,9,1,2545
JT002339,D,1,23,11,0,0
JT002340,D,0,31,16,1,2095
JT002341,D,0,47,13,1,2277
JT002342,D,0,55,12,0,0
JT002343,D,0,39,10,1,1464
JT002344,D,0,54,18,0,0
JT002345,D,1,47,10,0,0
JT002346,D,1,53,18,1,3289
JT002347,D,1,19,10,0,0
JT002348,D,0,28,17,1,2817
JT002349,D,1,55,16,0,0
JT002350,D,0,54,14,0,0
JT002351,D,0,36,11,0,0
JT002352,D,1,39,14,0,0
JT002353,D,1,50,12,0,0
JT002354,D,0,45,11,0,0
JT002355,D,0,32,16,1,2853
JT002356,D,1,51,16,1,2902
JT002357,D,0,38,13,0,0
JT002358,D,0,26,14,0,0
JT002359,D,0,42,10,0,0
JT002360,D,1,19,13,1,1879
JT002361,D,0,45,17,0,0
JT002362,D,1,23,18,1,2453
JT002363,D,1,55,9,0,0
JT002364,D,0,41,18,0,0
JT002365,D,1,34,17,0,0
JT002366,D,0,30,17,1,2920
JT002367,D,0,37,15,1,2953
JT002368,D,0,39,9,0,0
JT002369,D,1,22,15,1,2676
JT002370,D,0,21,9,0,0
JT002371,D,0,23,14,0,0
JT002372,D,0,33,10,0,0
JT002373,D,1,46,15,1,2692
JT002374,D,1,24,14,1,2436
JT002375,D,0,20,12,0,0
JT002376,D,0,33,18,1,2588
JT002377,D,0,54,11,0,0
JT002378,D,1,29,9,1,1968
JT002379,D,0,47,18,1,3180
JT002380,D,1,21,11,0,0
JT002381,D,1,30,13,0,0
JT002382,D,0,39,15,0,0
JT002383,D,0,41,10,1,2145
JT002384,D,1,30,14,1,2245
JT002385,D,0,31,9,0,0
JT002386,D,1,49,13,0,0
JT002387,D,0,38,15,1,2483
JT002388,D,1,37,18,1,3065
JT002389,D,0,34,12,1,1864
JT002390,D,0,42,9,0,0
JT002391,D,0,34,16,0,0
JT002392,D,0,46,17,0,0
