applicant_id,employed_6m,earnings_6m
JT002891,0,0
JT002892,1,2413
JT002893,0,0
JT002894,0,0
JT002895,1,2527
JT002896,1,2002
JT002897,1,3247
JT002898,0,0
JT002899,0,0
JT002900,0,0
JT002901,0,0
JT002902,1,3510
JT002903,0,0
JT002904,0,0
JT002905,0,0
JT002906,1,3301
JT002907,1,1879
JT002908,0,0
JT002909,1,2090
JT002910,1,2575
JT002911,1,3258
JT002912,1,3920
JT002913,1,3519
JT002914,1,3727
JT002915,1,2130
JT002916,0,0
JT002917,0,0
JT002918,1,3470
JT002919,1,2386
JT002920,1,2841
JT002921,1,3191
JT002922,0,0
JT002923,0,0
JT002924,1,3628
JT002925,1,3127
JT002926,1,3322
JT002927,1,3225
JT002928,1,3102
JT002929,1,3109
JT002930,1,2771
JT002931,1,3672
JT002932,1,3177
JT002933,1,3067
JT002934,1,3417
JT002935,0,0
JT002936,0,0
JT002937,0,0
JT002938,1,3297
JT002939,1,2853
JT002940,1,2973
JT002941,1,3523
JT002942,1,3261
JT002943,1,3224
JT002944,1,3256
JT002945,1,3460
JT002946,1,2682
JT002947,0,0
JT002948,1,2334
JT002949,1,4143
JT002950,0,0
JT002951,1,2945
JT002952,1,3212
JT002953,1,2707
JT002954,1,2997
JT002955,0,0
JT002956,1,2564
JT002957,0,0
JT002958,1,2991
JT002959,0,0
JT002960,1,2096
JT002961,1,3166
JT002962,1,2656
JT002963,0,0
JT002964,1,2758
JT002965,1,3214
JT002966,1,3316
JT002967,1,3139
JT002968,0,0
JT002969,1,2967
JT002970,1,3434
JT002971,1,2667
JT002972,1,1759
JT002973,0,0
JT002974,0,0
JT002975,1,2200
JT002976,0,0
JT002977,0,0
JT002978,1,2985
JT002979,1,2711
JT002980,0,0
JT002981,0,0
JT002982,0,0
JT002983,1,3625
JT002984,1,2016
JT002985,1,2033
JT002986,0,0
JT002987,0,0
JT002988,1,4033
JT002989,0,0
JT002990,1,2823
JT002991,0,0
JT002992,1,3031
JT002993,1,2081
JT002994,1,3224
JT002995,1,1947
JT002996,0,0
JT002997,0,0
JT002998,1,2758
JT002999,0,0
JT003000,0,0
