applicant_id,site,female,age,education_years,employed_baseline,earnings_baseline,offered_training,employed_6m,earnings_6m,session_date,session_number,session_type,training_center,hours_attended,program_participant
JB001521,C,0,53,18,1,2965,1,1,3628,2026-04-24,2,Skills workshop,Central Center,6,1
JB001522,C,0,36,9,0,0,0,1,1603,,,,,,0
JB001523,C,1,23,16,0,0,1,0,0,2026-03-22,1,Orientation,Central Center,4,1
JB001523,C,1,23,16,0,0,1,0,0,2026-04-23,2,Skills workshop,Central Center,6,1
JB001523,C,1,23,16,0,0,1,0,0,2026-05-16,3,Job placement,Central Center,6,1
JB001524,C,0,38,14,1,2117,0,0,0,,,,,,0
JB001525,C,1,20,11,0,0,1,0,0,,,,,,0
JB001526,C,1,31,9,0,0,0,0,0,,,,,,0
JB001527,C,0,25,13,0,0,0,1,2125,,,,,,0
JB001528,C,0,24,18,1,2905,0,1,3476,,,,,,0
JB001529,C,1,44,14,1,2162,0,0,0,2026-03-20,1,Orientation,Central Center,4,1
JB001530,C,1,38,18,0,0,1,1,3361,2026-03-12,1,Orientation,Central Center,4,1
JB001531,C,1,36,14,0,0,0,1,2871,,,,,,0
JB001532,C,1,55,11,0,0,0,0,0,,,,,,0
JB001533,C,0,46,13,0,0,1,1,3323,2026-03-26,1,Orientation,Central Center,4,1
JB001534,C,1,26,11,1,1834,0,0,0,,,,,,0
JB001535,C,1,37,12,0,0,0,1,2868,,,,,,0
JB001536,C,1,22,13,1,2394,1,1,2311,2026-03-23,1,Orientation,Central Center,4,1
JB001536,C,1,22,13,1,2394,1,1,2311,2026-04-16,2,Skills workshop,Central Center,6,1
JB001537,C,0,40,13,0,0,0,1,2773,2026-03-06,1,Orientation,Central Center,4,1
JB001538,C,1,50,18,1,3153,1,0,0,2026-03-26,1,Orientation,Central Center,4,1
JB001538,C,1,50,18,1,3153,1,0,0,2026-04-12,2,Skills workshop,Central Center,6,1
JB001539,C,1,51,10,0,0,1,1,2394,2026-03-10,1,Orientation,Central Center,4,1
JB001540,C,0,46,16,0,0,0,1,2924,,,,,,0
JB001541,C,1,41,16,0,0,1,1,3651,2026-03-23,1,Orientation,Central Center,4,1
JB001542,C,0,26,9,0,0,0,1,1321,,,,,,0
JB001543,C,0,35,11,0,0,0,1,1971,,,,,,0
JB001544,C,0,32,13,1,1584,1,1,2785,2026-03-04,1,Orientation,Central Center,4,1
JB001544,C,0,32,13,1,1584,1,1,2785,2026-04-18,2,Skills workshop,Central Center,6,1
JB001545,C,0,48,14,1,2565,0,1,2572,,,,,,0
JB001546,C,0,30,13,0,0,0,1,2979,,,,,,0
JB001547,C,1,25,16,0,0,1,0,0,2026-03-08,1,Orientation,Central Center,4,1
JB001548,C,1,51,11,0,0,1,1,3097,2026-03-20,1,Orientation,Central Center,4,1
JB001549,C,0,28,15,0,0,0,1,3076,,,,,,0
JB001550,C,1,41,18,0,0,1,0,0,2026-03-07,1,Orientation,Central Center,4,1
JB001550,C,1,41,18,0,0,1,0,0,2026-04-21,2,Skills workshop,Central Center,6,1
JB001551,C,0,43,13,1,1878,0,1,2320,,,,,,0
JB001552,C,1,25,16,0,0,0,1,2850,,,,,,0
JB001553,C,1,20,11,1,2083,1,1,2359,2026-03-16,1,Orientation,Central Center,4,1
JB001554,C,0,36,10,1,1812,0,1,1616,,,,,,0
JB001555,C,0,54,14,0,0,1,0,0,2026-03-26,1,Orientation,Central Center,4,1
JB001555,C,0,54,14,0,0,1,0,0,2026-04-26,2,Skills workshop,Central Center,6,1
JB001555,C,0,54,14,0,0,1,0,0,2026-05-07,3,Job placement,Central Center,6,1
JB001556,C,0,41,12,1,2266,1,1,2670,2026-03-06,1,Orientation,Central Center,4,1
JB001557,C,0,49,15,0,0,1,1,3179,2026-03-14,1,Orientation,Central Center,4,1
JB001558,C,1,46,14,0,0,0,1,3398,,,,,,0
JB001559,C,1,46,15,0,0,0,1,3601,,,,,,0
JB001560,C,1,52,12,0,0,1,1,3415,2026-03-13,1,Orientation,Central Center,4,1
JB001560,C,1,52,12,0,0,1,1,3415,2026-04-06,2,Skills workshop,Central Center,6,1
JB001560,C,1,52,12,0,0,1,1,3415,2026-05-14,3,Job placement,Central Center,6,1
JB001561,C,0,52,10,0,0,0,1,2230,,,,,,0
JB001562,C,0,47,16,0,0,0,1,3104,,,,,,0
JB001563,C,1,49,15,1,2757,0,1,2709,,,,,,0
JB001564,C,1,35,13,1,2497,1,1,3122,,,,,,0
JB001565,C,1,31,9,0,0,0,0,0,,,,,,0
JB001566,C,0,33,12,1,2201,0,1,2491,,,,,,0
JB001567,C,1,52,14,1,2182,0,1,2443,,,,,,0
JB001568,C,0,55,14,0,0,1,1,2946,2026-03-19,1,Orientation,Central Center,4,1
JB001568,C,0,55,14,0,0,1,1,2946,2026-04-09,2,Skills workshop,Central Center,6,1
JB001569,C,0,47,10,0,0,1,0,0,2026-03-26,1,Orientation,Central Center,4,1
JB001570,C,0,44,10,1,1987,0,1,2272,,,,,,0
JB001571,C,0,23,15,0,0,1,1,3301,,,,,,0
JB001572,C,0,31,18,0,0,0,0,0,,,,,,0
JB001573,C,1,26,9,1,1922,1,1,1411,2026-03-14,1,Orientation,Central Center,4,1
JB001574,C,0,36,14,0,0,1,0,0,2026-03-03,1,Orientation,Central Center,4,1
JB001574,C,0,36,14,0,0,1,0,0,2026-04-16,2,Skills workshop,Central Center,6,1
JB001575,C,0,50,15,1,2660,0,1,3310,,,,,,0
JB001576,C,0,20,12,1,1991,0,1,1990,,,,,,0
JB001577,C,1,21,10,0,0,1,0,0,2026-03-16,1,Orientation,Central Center,4,1
JB001578,C,0,50,12,0,0,1,1,2319,2026-03-11,1,Orientation,Central Center,4,1
JB001579,C,0,55,12,0,0,0,0,0,,,,,,0
JB001580,C,1,38,14,1,2577,0,1,3251,,,,,,0
JB001581,C,0,37,14,0,0,1,1,2637,2026-03-19,1,Orientation,Central Center,4,1
JB001581,C,0,37,14,0,0,1,1,2637,2026-04-18,2,Skills workshop,Central Center,6,1
JB001581,C,0,37,14,0,0,1,1,2637,2026-05-23,3,Job placement,Central Center,6,1
JB001582,C,1,31,12,0,0,1,1,3085,2026-03-07,1,Orientation,Central Center,4,1
JB001583,C,0,20,16,1,2582,0,0,0,,,,,,0
JB001584,C,1,30,14,0,0,0,1,2412,,,,,,0
JB001585,C,1,35,14,0,0,1,1,2669,2026-03-07,1,Orientation,Central Center,4,1
JB001586,C,0,28,11,1,1919,1,1,2599,2026-03-09,1,Orientation,Central Center,4,1
JB001587,C,0,24,16,0,0,1,1,2305,2026-03-08,1,Orientation,Central Center,4,1
JB001587,C,0,24,16,0,0,1,1,2305,2026-04-18,2,Skills workshop,Central Center,6,1
JB001588,C,0,40,11,1,2095,0,1,2701,,,,,,0
JB001589,C,1,44,18,0,0,0,1,3623,,,,,,0
JB001590,C,0,22,16,0,0,0,1,2624,,,,,,0
JB001591,C,1,48,12,1,1950,0,0,0,,,,,,0
JB001592,C,0,25,18,1,2030,1,1,3029,2026-03-03,1,Orientation,Central Center,4,1
JB001593,C,1,30,13,0,0,0,0,0,,,,,,0
JB001594,C,1,52,10,0,0,0,1,2670,,,,,,0
JB001595,C,0,26,10,1,1378,0,1,1939,,,,,,0
JB001596,C,1,44,14,0,0,0,1,2550,,,,,,0
JB001597,C,0,26,9,1,1044,1,1,1644,2026-03-23,1,Orientation,Central Center,4,1
JB001598,C,0,31,9,0,0,1,1,2547,2026-03-20,1,Orientation,Central Center,4,1
JB001599,C,1,34,15,0,0,0,0,0,,,,,,0
JB001600,C,1,25,11,0,0,1,1,2296,2026-03-03,1,Orientation,Central Center,4,1
JB001600,C,1,25,11,0,0,1,1,2296,2026-04-15,2,Skills workshop,Central Center,6,1
JB001601,C,1,50,9,0,0,0,0,0,,,,,,0
JB001602,C,1,27,17,1,2674,0,1,3124,,,,,,0
JB001603,C,1,30,17,0,0,1,1,3632,2026-03-04,1,Orientation,Central Center,4,1
JB001604,C,0,29,18,1,2757,1,1,3656,2026-03-20,1,Orientation,Central Center,4,1
JB001605,C,0,33,17,0,0,0,1,2997,,,,,,0
JB001606,C,1,27,18,1,2170,0,0,0,,,,,,0
JB001607,C,1,52,11,0,0,1,1,3255,2026-03-12,1,Orientation,Central Center,4,1
JB001608,C,0,19,10,0,0,1,0,0,2026-03-14,1,Orientation,Central Center,4,1
JB001609,C,0,31,12,0,0,0,0,0,,,,,,0
JB001610,C,1,35,15,1,2831,0,0,0,,,,,,0
JB001611,C,1,49,9,0,0,1,1,2533,2026-03-11,1,Orientation,Central Center,4,1
JB001612,C,0,53,15,1,3119,0,0,0,,,,,,0
JB001613,C,0,29,15,1,2192,0,0,0,,,,,,0
JB001614,C,0,22,10,0,0,1,1,1497,2026-03-13,1,Orientation,Central Center,4,1
JB001614,C,0,22,10,0,0,1,1,1497,2026-04-03,2,Skills workshop,Central Center,6,1
JB001615,C,0,48,11,0,0,1,1,2751,2026-03-14,1,Orientation,Central Center,4,1
JB001616,C,1,28,11,1,1665,1,1,1916,2026-03-07,1,Orientation,Central Center,4,1
JB001616,C,1,28,11,1,1665,1,1,1916,2026-04-15,2,Skills workshop,Central Center,6,1
JB001616,C,1,28,11,1,1665,1,1,1916,2026-05-21,3,Job placement,Central Center,6,1
JB001617,C,1,45,16,1,2414,0,0,0,,,,,,0
JB001618,C,1,34,14,0,0,1,1,3394,,,,,,0
JB001619,C,0,23,11,0,0,0,0,0,,,,,,0
JB001620,C,1,49,15,0,0,1,1,2881,2026-03-08,1,Orientation,Central Center,4,1
JB001621,C,0,53,16,1,2324,0,1,2972,,,,,,0
JB001622,C,1,50,15,0,0,1,1,3018,2026-03-11,1,Orientation,Central Center,4,1
JB001623,C,0,22,11,1,1474,1,1,2489,2026-03-22,1,Orientation,Central Center,4,1
JB001624,C,0,54,16,1,2370,0,1,3369,,,,,,0
JB001625,C,0,43,9,1,1904,1,0,0,,,,,,0
JB001626,C,0,21,14,1,1673,1,1,3063,2026-03-22,1,Orientation,Central Center,4,1
JB001626,C,0,21,14,1,1673,1,1,3063,2026-04-04,2,Skills workshop,Central Center,6,1
JB001627,C,1,20,11,1,1657,1,1,2238,2026-03-15,1,Orientation,Central Center,4,1
JB001628,C,1,41,14,1,2607,0,1,3140,,,,,,0
JB001629,C,1,47,18,0,0,1,0,0,2026-03-21,1,Orientation,Central Center,4,1
JB001630,C,0,26,16,0,0,1,1,2516,2026-03-05,1,Orientation,Central Center,4,1
JB001631,C,1,44,13,1,1781,1,1,3046,2026-03-09,1,Orientation,Central Center,4,1
JB001632,C,0,27,11,0,0,0,0,0,,,,,,0
JB001633,C,0,48,12,1,2336,1,1,3344,2026-03-12,1,Orientation,Central Center,4,1
JB001633,C,0,48,12,1,2336,1,1,3344,2026-04-26,2,Skills workshop,Central Center,6,1
JB001634,C,0,23,15,1,1883,0,1,2577,,,,,,0
JB001635,C,1,37,12,1,2328,1,0,0,2026-03-05,1,Orientation,Central Center,4,1
JB001636,C,1,27,14,1,1869,0,1,2735,,,,,,0
JB001637,C,1,42,17,0,0,0,1,2721,,,,,,0
JB001638,C,0,33,14,1,2466,1,1,2468,2026-03-17,1,Orientation,Central Center,4,1
JB001639,C,0,50,16,0,0,1,0,0,2026-03-03,1,Orientation,Central Center,4,1
JB001640,C,0,22,10,0,0,0,1,2425,,,,,,0
JB001641,C,0,54,11,1,2535,1,1,2458,2026-03-16,1,Orientation,Central Center,4,1
JB001642,C,1,45,15,1,2722,1,1,3007,2026-03-04,1,Orientation,Central Center,4,1
JB001643,C,1,48,17,0,0,1,1,3293,,,,,,0
JB001644,C,0,54,9,1,1512,1,1,2675,2026-03-06,1,Orientation,Central Center,4,1
JB001645,C,0,45,10,0,0,1,1,2884,2026-03-05,1,Orientation,Central Center,4,1
JB001646,C,1,45,10,0,0,1,1,2982,2026-03-12,1,Orientation,Central Center,4,1
JB001647,C,1,51,14,0,0,1,0,0,2026-03-24,1,Orientation,Central Center,4,1
JB001647,C,1,51,14,0,0,1,0,0,2026-04-03,2,Skills workshop,Central Center,6,1
JB001648,C,0,37,9,0,0,1,1,2195,2026-03-20,1,Orientation,Central Center,4,1
JB001649,C,0,49,13,0,0,1,0,0,2026-03-26,1,Orientation,Central Center,4,1
JB001650,C,0,42,11,1,1944,1,1,2637,2026-03-18,1,Orientation,Central Center,4,1
JB001651,C,1,42,11,1,1930,0,0,0,,,,,,0
JB001652,C,1,39,12,1,1635,1,1,2160,2026-03-09,1,Orientation,Central Center,4,1
JB001653,C,1,35,10,0,0,0,0,0,,,,,,0
JB001654,C,0,24,14,1,2440,1,1,2095,2026-03-16,1,Orientation,Central Center,4,1
JB001654,C,0,24,14,1,2440,1,1,2095,2026-04-17,2,Skills workshop,Central Center,6,1
JB001655,C,1,33,15,0,0,0,1,3208,,,,,,0
JB001656,C,0,28,18,0,0,0,0,0,,,,,,0
JB001657,C,1,24,14,1,1699,1,1,2365,,,,,,0
JB001658,C,1,19,17,1,2144,1,1,2827,2026-03-23,1,Orientation,Central Center,4,1
JB001659,C,1,45,10,1,1753,1,1,1998,2026-03-18,1,Orientation,Central Center,4,1
JB001659,C,1,45,10,1,1753,1,1,1998,2026-04-03,2,Skills workshop,Central Center,6,1
JB001660,C,0,46,14,1,2451,0,1,2532,,,,,,0
JB001661,C,1,22,13,0,0,1,1,2576,2026-03-04,1,Orientation,Central Center,4,1
JB001661,C,1,22,13,0,0,1,1,2576,2026-04-16,2,Skills workshop,Central Center,6,1
JB001662,C,1,28,13,0,0,1,1,3111,2026-03-23,1,Orientation,Central Center,4,1
JB001662,C,1,28,13,0,0,1,1,3111,2026-04-08,2,Skills workshop,Central Center,6,1
JB001663,C,0,34,17,0,0,1,0,0,2026-03-11,1,Orientation,Central Center,4,1
JB001664,C,1,24,10,0,0,0,0,0,,,,,,0
JB001665,C,1,42,13,1,2110,1,1,3067,2026-03-14,1,Orientation,Central Center,4,1
JB001665,C,1,42,13,1,2110,1,1,3067,2026-04-14,2,Skills workshop,Central Center,6,1
JB001666,C,1,34,13,1,2467,1,0,0,2026-03-21,1,Orientation,Central Center,4,1
JB001667,C,1,35,15,1,2351,1,1,3008,,,,,,0
JB001668,C,0,53,9,1,2142,0,1,1841,,,,,,0
JB001669,C,0,35,11,1,1497,0,0,0,,,,,,0
JB001670,C,0,55,17,1,2550,1,1,3825,2026-03-04,1,Orientation,Central Center,4,1
JB001671,C,0,48,18,1,3187,1,0,0,2026-03-10,1,Orientation,Central Center,4,1
JB001671,C,0,48,18,1,3187,1,0,0,2026-04-25,2,Skills workshop,Central Center,6,1
JB001671,C,0,48,18,1,3187,1,0,0,2026-05-24,3,Job placement,Central Center,6,1
JB001672,C,0,50,11,1,2459,1,1,2794,2026-03-23,1,Orientation,Central Center,4,1
JB001673,C,1,41,15,0,0,0,0,0,,,,,,0
JB001674,C,1,46,14,0,0,0,1,2434,,,,,,0
JB001675,C,0,21,18,1,2438,0,0,0,,,,,,0
JB001676,C,1,30,16,1,2576,1,0,0,2026-03-03,1,Orientation,Central Center,4,1
JB001676,C,1,30,16,1,2576,1,0,0,2026-04-26,2,Skills workshop,Central Center,6,1
JB001676,C,1,30,16,1,2576,1,0,0,2026-05-09,3,Job placement,Central Center,6,1
JB001677,C,1,51,18,1,3086,0,1,3600,2026-03-14,1,Orientation,Central Center,4,1
JB001678,C,1,40,18,1,2700,1,1,3146,2026-03-18,1,Orientation,Central Center,4,1
JB001679,C,0,22,17,1,2448,1,0,0,2026-03-23,1,Orientation,Central Center,4,1
JB001680,C,1,47,17,1,2591,1,1,3529,2026-03-21,1,Orientation,Central Center,4,1
JB001681,C,1,40,16,1,2775,1,0,0,2026-03-09,1,Orientation,Central Center,4,1
JB001682,C,1,45,15,0,0,1,1,3556,2026-03-15,1,Orientation,Central Center,4,1
JB001683,C,1,23,17,1,2757,1,1,2833,2026-03-24,1,Orientation,Central Center,4,1
JB001683,C,1,23,17,1,2757,1,1,2833,2026-04-07,2,Skills workshop,Central Center,6,1
JB001684,C,1,43,13,1,2164,0,0,0,,,,,,0
JB001685,C,1,27,15,0,0,1,1,2990,2026-03-18,1,Orientation,Central Center,4,1
JB001685,C,1,27,15,0,0,1,1,2990,2026-04-26,2,Skills workshop,Central Center,6,1
JB001686,C,0,30,14,0,0,0,1,2971,,,,,,0
JB001687,C,0,19,15,1,2521,0,1,2342,,,,,,0
JB001688,C,1,42,16,0,0,1,1,2695,2026-03-21,1,Orientation,Central Center,4,1
JB001689,C,0,33,14,0,0,1,0,0,2026-03-04,1,Orientation,Central Center,4,1
JB001690,C,0,32,12,0,0,0,1,1907,,,,,,0
JB001691,C,0,19,16,1,2665,0,1,2217,,,,,,0
JB001692,C,1,26,14,1,2249,0,0,0,,,,,,0
JB001693,C,1,19,14,0,0,0,1,2211,2026-03-20,1,Orientation,Central Center,4,1
JB001694,C,1,45,11,0,0,0,1,2480,,,,,,0
JB001695,C,0,46,18,0,0,1,1,3006,2026-03-12,1,Orientation,Central Center,4,1
JB001696,C,1,30,16,1,1963,0,0,0,,,,,,0
JB001697,C,0,36,11,1,2160,0,1,2050,,,,,,0
JB001698,C,1,47,12,0,0,1,1,2691,2026-03-09,1,Orientation,Central Center,4,1
JB001698,C,1,47,12,0,0,1,1,2691,2026-04-08,2,Skills workshop,Central Center,6,1
JB001699,C,0,26,10,0,0,1,0,0,2026-03-21,1,Orientation,Central Center,4,1
JB001699,C,0,26,10,0,0,1,0,0,2026-04-09,2,Skills workshop,Central Center,6,1
JB001700,C,0,49,18,1,2618,0,0,0,,,,,,0
JB001701,C,0,37,15,1,2262,1,1,2690,2026-03-04,1,Orientation,Central Center,4,1
JB001702,C,0,23,17,1,2215,1,1,3234,,,,,,0
JB001703,C,0,46,10,0,0,0,0,0,,,,,,0
JB001704,C,1,51,13,1,2647,1,1,3173,2026-03-25,1,Orientation,Central Center,4,1
JB001704,C,1,51,13,1,2647,1,1,3173,2026-04-14,2,Skills workshop,Central Center,6,1
JB001704,C,1,51,13,1,2647,1,1,3173,2026-05-09,3,Job placement,Central Center,6,1
JB001705,C,0,50,13,0,0,0,0,0,,,,,,0
JB001706,C,1,41,15,1,2307,1,1,2632,2026-03-04,1,Orientation,Central Center,4,1
JB001707,C,1,22,15,1,1801,0,1,2921,,,,,,0
JB001708,C,1,34,17,1,2269,0,1,3600,,,,,,0
JB001709,C,1,49,13,0,0,1,1,3264,,,,,,0
JB001710,C,1,44,9,0,0,1,1,2319,2026-03-18,1,Orientation,Central Center,4,1
JB001711,C,1,42,9,0,0,1,1,2875,2026-03-07,1,Orientation,Central Center,4,1
JB001712,C,1,29,9,0,0,1,1,2326,2026-03-25,1,Orientation,Central Center,4,1
JB001712,C,1,29,9,0,0,1,1,2326,2026-04-16,2,Skills workshop,Central Center,6,1
JB001713,C,0,48,13,1,2292,1,1,2969,2026-03-26,1,Orientation,Central Center,4,1
JB001713,C,0,48,13,1,2292,1,1,2969,2026-04-12,2,Skills workshop,Central Center,6,1
JB001714,C,0,32,14,0,0,0,1,2149,,,,,,0
JB001715,C,0,32,15,0,0,0,1,2614,,,,,,0
JB001716,C,0,49,13,0,0,0,0,0,,,,,,0
JB001717,C,1,24,14,0,0,1,1,2502,2026-03-08,1,Orientation,Central Center,4,1
JB001718,C,1,19,16,0,0,1,1,2708,2026-03-05,1,Orientation,Central Center,4,1
JB001719,C,0,48,15,1,2242,0,0,0,,,,,,0
JB001720,C,1,52,11,0,0,1,1,2574,,,,,,0
JB001721,C,1,45,11,1,2067,0,0,0,,,,,,0
JB001722,C,1,28,11,0,0,1,1,2031,2026-03-26,1,Orientation,Central Center,4,1
JB001723,C,1,47,11,1,2064,1,1,3065,2026-03-11,1,Orientation,Central Center,4,1
JB001724,C,0,25,18,1,2339,0,1,3089,,,,,,0
JB001725,C,1,55,10,1,2545,1,1,2625,2026-03-25,1,Orientation,Central Center,4,1
JB001726,C,0,46,12,1,2047,1,1,3041,2026-03-04,1,Orientation,Central Center,4,1
JB001727,C,0,31,17,1,2866,0,1,2591,,,,,,0
JB001728,C,1,53,11,1,2431,1,0,0,2026-03-08,1,Orientation,Central Center,4,1
JB001729,C,0,26,17,0,0,1,1,3020,2026-03-21,1,Orientation,Central Center,4,1
JB001730,C,1,49,15,0,0,0,0,0,,,,,,0
JB001731,C,1,24,12,0,0,0,1,1862,,,,,,0
JB001732,C,1,47,10,1,1713,0,1,2614,,,,,,0
JB001733,C,1,42,17,0,0,1,1,3358,2026-03-22,1,Orientation,Central Center,4,1
JB001733,C,1,42,17,0,0,1,1,3358,2026-04-03,2,Skills workshop,Central Center,6,1
JB001734,C,1,42,11,0,0,1,1,2724,2026-03-26,1,Orientation,Central Center,4,1
JB001734,C,1,42,11,0,0,1,1,2724,2026-04-10,2,Skills workshop,Central Center,6,1
JB001735,C,1,45,16,0,0,1,0,0,2026-03-26,1,Orientation,Central Center,4,1
JB001735,C,1,45,16,0,0,1,0,0,2026-04-08,2,Skills workshop,Central Center,6,1
JB001735,C,1,45,16,0,0,1,0,0,2026-05-14,3,Job placement,Central Center,6,1
JB001736,C,1,33,9,1,1176,1,1,1972,2026-03-25,1,Orientation,Central Center,4,1
JB001736,C,1,33,9,1,1176,1,1,1972,2026-04-04,2,Skills workshop,Central Center,6,1
JB001737,C,1,49,16,1,2238,0,1,3431,,,,,,0
JB001738,C,1,47,12,0,0,0,1,3163,,,,,,0
JB001739,C,0,37,14,0,0,0,0,0,,,,,,0
JB001740,C,0,53,12,0,0,0,1,3315,,,,,,0
JB001741,C,0,36,10,0,0,0,0,0,,,,,,0
JB001742,C,1,48,15,1,2553,1,1,3019,2026-03-26,1,Orientation,Central Center,4,1
JB001743,C,0,37,12,0,0,1,1,2916,2026-03-07,1,Orientation,Central Center,4,1
JB001743,C,0,37,12,0,0,1,1,2916,2026-04-05,2,Skills workshop,Central Center,6,1
JB001744,C,0,26,9,0,0,1,0,0,2026-03-15,1,Orientation,Central Center,4,1
JB001744,C,0,26,9,0,0,1,0,0,2026-04-22,2,Skills workshop,Central Center,6,1
JB001745,C,0,51,11,0,0,1,0,0,2026-03-13,1,Orientation,Central Center,4,1
JB001746,C,0,24,14,0,0,0,0,0,,,,,,0
JB001747,C,0,29,18,0,0,0,1,3498,,,,,,0
JB001748,C,0,27,9,0,0,0,0,0,,,,,,0
JB001749,C,0,20,11,0,0,0,0,0,,,,,,0
JB001750,C,1,53,12,1,1957,1,0,0,2026-03-11,1,Orientation,Central Center,4,1
JB001751,C,0,53,13,0,0,0,1,2967,,,,,,0
JB001752,C,0,39,13,0,0,0,1,2442,,,,,,0
JB001753,C,1,22,9,1,986,1,0,0,2026-03-14,1,Orientation,Central Center,4,1
JB001754,C,1,48,16,1,2761,1,1,3415,2026-03-25,1,Orientation,Central Center,4,1
JB001755,C,1,47,10,0,0,1,1,2309,2026-03-06,1,Orientation,Central Center,4,1
JB001756,C,0,46,12,0,0,1,1,3053,2026-03-05,1,Orientation,Central Center,4,1
JB001757,C,1,31,12,1,2414,1,1,2802,2026-03-24,1,Orientation,Central Center,4,1
JB001757,C,1,31,12,1,2414,1,1,2802,2026-04-19,2,Skills workshop,Central Center,6,1
JB001758,C,0,36,17,1,2749,0,1,2789,,,,,,0
JB001759,C,0,29,12,0,0,0,0,0,,,,,,0
JB001760,C,1,39,14,1,2563,1,1,2931,2026-03-17,1,Orientation,Central Center,4,1
JB001761,C,0,24,13,1,1831,1,1,2329,,,,,,0
JB001762,C,1,32,11,1,1549,0,0,0,,,,,,0
JB001763,C,1,22,10,0,0,1,0,0,2026-03-08,1,Orientation,Central Center,4,1
JB001763,C,1,22,10,0,0,1,0,0,2026-04-25,2,Skills workshop,Central Center,6,1
JB001764,C,0,49,17,0,0,0,1,3142,,,,,,0
JB001765,C,0,23,12,0,0,0,1,1922,,,,,,0
JB001766,C,0,31,17,1,2816,1,1,3616,2026-03-21,1,Orientation,Central Center,4,1
JB001767,C,1,28,9,0,0,0,0,0,,,,,,0
JB001768,C,1,35,11,0,0,0,1,2061,,,,,,0
JB001769,C,1,29,16,0,0,1,1,2537,2026-03-13,1,Orientation,Central Center,4,1
JB001770,C,0,26,17,1,2921,1,0,0,2026-03-05,1,Orientation,Central Center,4,1
JB001771,C,0,33,16,0,0,1,1,2533,2026-03-04,1,Orientation,Central Center,4,1
JB001771,C,0,33,16,0,0,1,1,2533,2026-04-18,2,Skills workshop,Central Center,6,1
JB001771,C,0,33,16,0,0,1,1,2533,2026-05-15,3,Job placement,Central Center,6,1
JB001772,C,0,24,18,0,0,1,1,2771,2026-03-23,1,Orientation,Central Center,4,1
JB001773,C,1,51,14,0,0,0,0,0,2026-03-04,1,Orientation,Central Center,4,1
JB001774,C,1,49,9,0,0,0,1,2344,,,,,,0
JB001775,C,1,32,16,1,2448,0,1,2327,,,,,,0
JB001776,C,0,19,13,1,2134,1,1,1819,2026-03-14,1,Orientation,Central Center,4,1
JB001777,C,1,34,15,1,2436,0,1,2719,,,,,,0
JB001778,C,0,21,15,1,1644,1,1,2110,,,,,,0
JB001779,C,0,49,12,1,2102,1,0,0,2026-03-10,1,Orientation,Central Center,4,1
JB001780,C,1,39,12,1,2113,0,0,0,,,,,,0
JB001781,C,1,28,11,0,0,1,1,2216,2026-03-21,1,Orientation,Central Center,4,1
JB001782,C,1,27,14,1,1694,0,1,2608,,,,,,0
JB001783,C,0,23,14,0,0,0,1,2365,,,,,,0
JB001784,C,1,43,17,0,0,0,0,0,,,,,,0
JB001785,C,1,35,9,0,0,0,1,2247,,,,,,0
JB001786,C,1,39,15,1,2744,0,1,3335,,,,,,0
JB001787,C,0,19,11,1,1220,0,1,1758,,,,,,0
JB001788,C,0,40,9,0,0,1,0,0,2026-03-16,1,Orientation,Central Center,4,1
JB001789,C,0,23,18,1,2951,0,0,0,,,,,,0
JB001790,C,0,54,10,0,0,0,1,2134,,,,,,0
JB001791,C,0,46,12,1,2189,1,0,0,2026-03-19,1,Orientation,Central Center,4,1
JB001791,C,0,46,12,1,2189,1,0,0,2026-04-09,2,Skills workshop,Central Center,6,1
JB001792,C,0,36,16,1,2306,0,0,0,,,,,,0
JB001793,C,0,39,12,1,2269,0,1,2689,,,,,,0
JB001794,C,1,37,14,0,0,1,1,3085,2026-03-22,1,Orientation,Central Center,4,1
JB001795,C,0,39,10,1,1358,0,1,2429,,,,,,0
JB001796,C,1,52,13,0,0,0,0,0,,,,,,0
JB001797,C,1,19,13,0,0,1,1,2401,,,,,,0
JB001798,C,0,32,9,0,0,1,1,2429,2026-03-24,1,Orientation,Central Center,4,1
JB001799,C,0,44,15,1,2273,1,1,3618,2026-03-04,1,Orientation,Central Center,4,1
JB001800,C,0,35,12,0,0,0,1,1922,,,,,,0
JB001801,D,1,35,9,0,0,0,1,1573,,,,,,0
JB001802,D,1,32,9,1,1702,1,0,0,,,,,,0
JB001803,D,0,54,17,1,2517,1,0,0,2026-03-25,1,Orientation,South Center,4,1
JB001804,D,0,19,12,0,0,1,1,2521,2026-03-03,1,Orientation,South Center,4,1
JB001804,D,0,19,12,0,0,1,1,2521,2026-04-03,2,Skills workshop,South Center,6,1
JB001804,D,0,19,12,0,0,1,1,2521,2026-05-21,3,Job placement,South Center,6,1
JB001805,D,0,42,16,1,2242,0,1,3514,,,,,,0
JB001806,D,1,53,10,0,0,0,1,2481,,,,,,0
JB001807,D,1,48,11,0,0,0,1,2839,,,,,,0
JB001808,D,1,30,14,1,2267,1,1,2991,2026-03-21,1,Orientation,South Center,4,1
JB001808,D,1,30,14,1,2267,1,1,2991,2026-04-19,2,Skills workshop,South Center,6,1
JB001809,D,1,47,11,1,2242,1,1,2754,2026-03-10,1,Orientation,South Center,4,1
JB001810,D,1,20,13,0,0,1,1,2547,2026-03-06,1,Orientation,South Center,4,1
