applicant_id,employed_6m,earnings_6m
JB002895,0,0
JB002896,1,1575
JB002897,1,2321
JB002898,1,2783
JB002899,1,2631
JB002900,1,3025
JB002901,1,3273
JB002902,0,0
JB002903,0,0
JB002904,1,3478
JB002905,1,2853
JB002906,0,0
JB002907,1,2949
JB002908,1,2758
JB002909,0,0
JB002910,1,2361
JB002911,1,2631
JB002912,0,0
JB002913,1,3101
JB002914,1,3567
JB002915,0,0
JB002916,1,3745
JB002917,1,3333
JB002918,1,4135
JB002919,1,2590
JB002920,0,0
JB002921,0,0
JB002922,1,3209
JB002923,0,0
JB002924,1,2495
JB002925,1,3183
JB002926,1,2402
JB002927,0,0
JB002928,0,0
JB002929,0,0
JB002930,0,0
JB002931,1,2648
JB002932,1,3179
JB002933,1,2593
JB002934,1,2470
JB002935,1,3041
JB002936,0,0
JB002937,0,0
JB002938,1,2726
JB002939,1,2523
JB002940,1,2621
JB002941,1,3601
JB002942,1,2254
JB002943,0,0
JB002944,0,0
JB002945,0,0
JB002946,1,3756
JB002947,0,0
JB002948,1,2173
JB002949,1,2208
JB002950,0,0
JB002951,1,3366
JB002952,1,3249
JB002953,0,0
JB002954,0,0
JB002955,0,0
JB002956,1,2444
JB002957,1,2790
JB002958,0,0
JB002959,1,3368
JB002960,1,3428
JB002961,0,0
JB002962,1,2508
JB002963,1,3065
JB002964,0,0
JB002965,1,2857
JB002966,0,0
JB002967,1,2436
JB002968,1,3204
JB002969,1,3428
JB002970,1,2848
JB002971,1,2408
JB002972,1,2440
JB002973,0,0
JB002974,1,2644
JB002975,1,3666
JB002976,0,0
JB002977,1,3047
JB002978,1,2902
JB002979,1,3609
JB002980,0,0
JB002981,0,0
JB002982,1,2363
JB002983,1,3415
JB002984,0,0
JB002985,1,2769
JB002986,1,3769
JB002987,1,2078
JB002988,0,0
JB002989,0,0
JB002990,1,2901
JB002991,1,2801
JB002992,1,2904
JB002993,1,3022
JB002994,1,2969
JB002995,1,2638
JB002996,1,3044
JB002997,0,0
JB002998,1,3713
JB002999,0,0
JB003000,1,3333
