applicant_id,session_date,session_number,session_type,training_center,hours_attended
JB001770,2026-03-05,1,Orientation,Central Center,4
JB001771,2026-03-04,1,Orientation,Central Center,4
JB001771,2026-04-18,2,Skills workshop,Central Center,6
JB001771,2026-05-15,3,Job placement,Central Center,6
JB001772,2026-03-23,1,Orientation,Central Center,4
JB001773,2026-03-04,1,Orientation,Central Center,4
JB001776,2026-03-14,1,Orientation,Central Center,4
JB001779,2026-03-10,1,Orientation,Central Center,4
JB001781,2026-03-21,1,Orientation,Central Center,4
JB001788,2026-03-16,1,Orientation,Central Center,4
JB001791,2026-03-19,1,Orientation,Central Center,4
JB001791,2026-04-09,2,Skills workshop,Central Center,6
JB001794,2026-03-22,1,Orientation,Central Center,4
JB001798,2026-03-24,1,Orientation,Central Center,4
JB001799,2026-03-04,1,Orientation,Central Center,4
JB001803,2026-03-25,1,Orientation,South Center,4
JB001804,2026-03-03,1,Orientation,South Center,4
JB001804,2026-04-03,2,Skills workshop,South Center,6
JB001804,2026-05-21,3,Job placement,South Center,6
JB001808,2026-03-21,1,Orientation,South Center,4
JB001808,2026-04-19,2,Skills workshop,South Center,6
JB001809,2026-03-10,1,Orientation,South Center,4
JB001810,2026-03-06,1,Orientation,South Center,4
JB001811,2026-03-10,1,Orientation,South Center,4
JB001811,2026-04-12,2,Skills workshop,South Center,6
JB001814,2026-03-03,1,Orientation,South Center,4
JB001814,2026-04-07,2,Skills workshop,South Center,6
JB001814,2026-05-20,3,Job placement,South Center,6
JB001816,2026-03-22,1,Orientation,South Center,4
JB001816,2026-04-24,2,Skills workshop,South Center,6
JB001818,2026-03-07,1,Orientation,South Center,4
JB001819,2026-03-25,1,Orientation,South Center,4
JB001821,2026-03-06,1,Orientation,South Center,4
JB001821,2026-04-08,2,Skills workshop,South Center,6
JB001822,2026-03-25,1,Orientation,South Center,4
JB001825,2026-03-23,1,Orientation,South Center,4
JB001829,2026-03-08,1,Orientation,South Center,4
JB001830,2026-03-05,1,Orientation,South Center,4
JB001832,2026-03-20,1,Orientation,South Center,4
JB001832,2026-04-04,2,Skills workshop,South Center,6
JB001835,2026-03-26,1,Orientation,South Center,4
JB001835,2026-04-04,2,Skills workshop,South Center,6
JB001836,2026-03-11,1,Orientation,South Center,4
JB001837,2026-03-17,1,Orientation,South Center,4
JB001838,2026-03-21,1,Orientation,South Center,4
JB001840,2026-03-15,1,Orientation,South Center,4
JB001840,2026-04-25,2,Skills workshop,South Center,6
JB001843,2026-03-04,1,Orientation,South Center,4
JB001844,2026-03-17,1,Orientation,South Center,4
JB001845,2026-03-05,1,Orientation,South Center,4
JB001847,2026-03-23,1,Orientation,South Center,4
JB001849,2026-03-23,1,Orientation,South Center,4
JB001849,2026-04-17,2,Skills workshop,South Center,6
JB001850,2026-03-14,1,Orientation,South Center,4
JB001851,2026-03-20,1,Orientation,South Center,4
JB001852,2026-03-23,1,Orientation,South Center,4
JB001854,2026-03-22,1,Orientation,South Center,4
JB001855,2026-03-06,1,Orientation,South Center,4
JB001858,2026-03-20,1,Orientation,South Center,4
JB001858,2026-04-26,2,Skills workshop,South Center,6
JB001859,2026-03-04,1,Orientation,South Center,4
JB001860,2026-03-18,1,Orientation,South Center,4
JB001861,2026-03-05,1,Orientation,South Center,4
JB001861,2026-04-17,2,Skills workshop,South Center,6
JB001864,2026-03-20,1,Orientation,South Center,4
JB001866,2026-03-09,1,Orientation,South Center,4
JB001866,2026-04-14,2,Skills workshop,South Center,6
JB001868,2026-03-07,1,Orientation,South Center,4
JB001869,2026-03-10,1,Orientation,South Center,4
JB001869,2026-04-12,2,Skills workshop,South Center,6
JB001870,2026-03-20,1,Orientation,South Center,4
JB001872,2026-03-07,1,Orientation,South Center,4
JB001873,2026-03-07,1,Orientation,South Center,4
JB001873,2026-04-14,2,Skills workshop,South Center,6
JB001875,2026-03-12,1,Orientation,South Center,4
JB001879,2026-03-19,1,Orientation,South Center,4
JB001879,2026-04-15,2,Skills workshop,South Center,6
JB001881,2026-03-13,1,Orientation,South Center,4
JB001884,2026-03-11,1,Orientation,South Center,4
JB001884,2026-04-26,2,Skills workshop,South Center,6
JB001885,2026-03-23,1,Orientation,South Center,4
JB001885,2026-04-05,2,Skills workshop,South Center,6
JB001888,2026-03-03,1,Orientation,South Center,4
JB001889,2026-03-16,1,Orientation,South Center,4
JB001890,2026-03-22,1,Orientation,South Center,4
JB001891,2026-03-22,1,Orientation,South Center,4
JB001891,2026-04-20,2,Skills workshop,South Center,6
JB001892,2026-03-25,1,Orientation,South Center,4
JB001894,2026-03-20,1,Orientation,South Center,4
JB001896,2026-03-03,1,Orientation,South Center,4
JB001901,2026-03-23,1,Orientation,South Center,4
JB001903,2026-03-05,1,Orientation,South Center,4
JB001904,2026-03-17,1,Orientation,South Center,4
JB001905,2026-03-07,1,Orientation,South Center,4
JB001907,2026-03-06,1,Orientation,South Center,4
JB001909,2026-03-23,1,Orientation,South Center,4
JB001913,2026-03-09,1,Orientation,South Center,4
JB001915,2026-03-04,1,Orientation,South Center,4
JB001915,2026-04-26,2,Skills workshop,South Center,6
JB001917,2026-03-18,1,Orientation,South Center,4
JB001918,2026-03-05,1,Orientation,South Center,4
JB001918,2026-04-07,2,Skills workshop,South Center,6
JB001920,2026-03-09,1,Orientation,South Center,4
JB001921,2026-03-19,1,Orientation,South Center,4
JB001923,2026-03-20,1,Orientation,South Center,4
JB001924,2026-03-12,1,Orientation,South Center,4
JB001925,2026-03-17,1,Orientation,South Center,4
JB001928,2026-03-16,1,Orientation,South Center,4
JB001936,2026-03-15,1,Orientation,South Center,4
JB001939,2026-03-18,1,Orientation,South Center,4
JB001940,2026-03-22,1,Orientation,South Center,4
JB001941,2026-03-25,1,Orientation,South Center,4
JB001942,2026-03-04,1,Orientation,South Center,4
JB001942,2026-04-12,2,Skills workshop,South Center,6
JB001944,2026-03-12,1,Orientation,South Center,4
JB001945,2026-03-14,1,Orientation,South Center,4
JB001945,2026-04-03,2,Skills workshop,South Center,6
JB001946,2026-03-14,1,Orientation,South Center,4
JB001947,2026-03-22,1,Orientation,South Center,4
JB001948,2026-03-18,1,Orientation,South Center,4
JB001949,2026-03-22,1,Orientation,South Center,4
JB001950,2026-03-22,1,Orientation,South Center,4
JB001951,2026-03-16,1,Orientation,South Center,4
JB001953,2026-03-12,1,Orientation,South Center,4
JB001954,2026-03-19,1,Orientation,South Center,4
JB001954,2026-04-18,2,Skills workshop,South Center,6
JB001954,2026-05-19,3,Job placement,South Center,6
JB001957,2026-03-11,1,Orientation,South Center,4
JB001957,2026-04-12,2,Skills workshop,South Center,6
JB001961,2026-03-06,1,Orientation,South Center,4
JB001962,2026-03-03,1,Orientation,South Center,4
JB001963,2026-03-05,1,Orientation,South Center,4
JB001963,2026-04-26,2,Skills workshop,South Center,6
JB001969,2026-03-18,1,Orientation,South Center,4
JB001970,2026-03-14,1,Orientation,South Center,4
JB001971,2026-03-18,1,Orientation,South Center,4
JB001974,2026-03-07,1,Orientation,South Center,4
JB001974,2026-04-11,2,Skills workshop,South Center,6
JB001976,2026-03-03,1,Orientation,South Center,4
JB001977,2026-03-12,1,Orientation,South Center,4
JB001977,2026-04-22,2,Skills workshop,South Center,6
JB001979,2026-03-13,1,Orientation,South Center,4
JB001979,2026-04-06,2,Skills workshop,South Center,6
JB001981,2026-03-15,1,Orientation,South Center,4
JB001982,2026-03-03,1,Orientation,South Center,4
JB001983,2026-03-24,1,Orientation,South Center,4
JB001984,2026-03-14,1,Orientation,South Center,4
JB001985,2026-03-23,1,Orientation,South Center,4
JB001990,2026-03-18,1,Orientation,South Center,4
JB001990,2026-04-20,2,Skills workshop,South Center,6
JB001990,2026-05-05,3,Job placement,South Center,6
JB001991,2026-03-15,1,Orientation,South Center,4
JB001993,2026-03-14,1,Orientation,South Center,4
JB001993,2026-04-24,2,Skills workshop,South Center,6
JB001994,2026-03-20,1,Orientation,South Center,4
JB001994,2026-04-19,2,Skills workshop,South Center,6
JB001995,2026-03-15,1,Orientation,South Center,4
JB001996,2026-03-09,1,Orientation,South Center,4
JB001998,2026-03-18,1,Orientation,South Center,4
JB002000,2026-03-10,1,Orientation,South Center,4
JB002000,2026-04-05,2,Skills workshop,South Center,6
JB002001,2026-03-26,1,Orientation,South Center,4
JB002003,2026-03-06,1,Orientation,South Center,4
JB002005,2026-03-25,1,Orientation,South Center,4
JB002006,2026-03-08,1,Orientation,South Center,4
JB002006,2026-04-10,2,Skills workshop,South Center,6
JB002007,2026-03-07,1,Orientation,South Center,4
JB002010,2026-03-03,1,Orientation,South Center,4
JB002012,2026-03-12,1,Orientation,South Center,4
JB002012,2026-04-06,2,Skills workshop,South Center,6
JB002013,2026-03-23,1,Orientation,South Center,4
JB002015,2026-03-09,1,Orientation,South Center,4
JB002023,2026-03-15,1,Orientation,South Center,4
JB002025,2026-03-17,1,Orientation,South Center,4
JB002027,2026-03-25,1,Orientation,South Center,4
JB002028,2026-03-03,1,Orientation,South Center,4
JB002029,2026-03-03,1,Orientation,South Center,4
JB002029,2026-04-20,2,Skills workshop,South Center,6
JB002029,2026-05-06,3,Job placement,South Center,6
JB002030,2026-03-17,1,Orientation,South Center,4
JB002031,2026-03-15,1,Orientation,South Center,4
JB002031,2026-04-12,2,Skills workshop,South Center,6
JB002036,2026-03-12,1,Orientation,South Center,4
JB002039,2026-03-23,1,Orientation,South Center,4
JB002040,2026-03-04,1,Orientation,South Center,4
JB002042,2026-03-11,1,Orientation,South Center,4
JB002049,2026-03-24,1,Orientation,South Center,4
JB002049,2026-04-21,2,Skills workshop,South Center,6
JB002053,2026-03-05,1,Orientation,South Center,4
JB002054,2026-03-13,1,Orientation,South Center,4
JB002058,2026-03-26,1,Orientation,South Center,4
JB002058,2026-04-09,2,Skills workshop,South Center,6
JB002060,2026-03-08,1,Orientation,South Center,4
JB002061,2026-03-17,1,Orientation,South Center,4
JB002062,2026-03-24,1,Orientation,South Center,4
JB002063,2026-03-16,1,Orientation,South Center,4
JB002066,2026-03-04,1,Orientation,South Center,4
JB002067,2026-03-03,1,Orientation,South Center,4
JB002068,2026-03-19,1,Orientation,South Center,4
JB002069,2026-03-06,1,Orientation,South Center,4
JB002070,2026-03-26,1,Orientation,South Center,4
JB002074,2026-03-10,1,Orientation,South Center,4
JB002075,2026-03-08,1,Orientation,South Center,4
JB002076,2026-03-13,1,Orientation,South Center,4
JB002078,2026-03-08,1,Orientation,South Center,4
JB002079,2026-03-22,1,Orientation,South Center,4
JB002079,2026-04-04,2,Skills workshop,South Center,6
JB002080,2026-03-22,1,Orientation,South Center,4
JB002080,2026-04-25,2,Skills workshop,South Center,6
JB002080,2026-05-26,3,Job placement,South Center,6
JB002086,2026-03-12,1,Orientation,South Center,4
JB002087,2026-03-04,1,Orientation,South Center,4
JB002087,2026-04-18,2,Skills workshop,South Center,6
JB002088,2026-03-20,1,Orientation,South Center,4
JB002088,2026-04-24,2,Skills workshop,South Center,6
JB002092,2026-03-14,1,Orientation,South Center,4
JB002094,2026-03-21,1,Orientation,South Center,4
JB002099,2026-03-08,1,Orientation,South Center,4
JB002100,2026-03-21,1,Orientation,South Center,4
JB002100,2026-04-06,2,Skills workshop,South Center,6
JB002101,2026-03-06,1,Orientation,South Center,4
JB002101,2026-04-24,2,Skills workshop,South Center,6
JB002102,2026-03-07,1,Orientation,South Center,4
JB002102,2026-04-24,2,Skills workshop,South Center,6
JB002102,2026-05-16,3,Job placement,South Center,6
JB002106,2026-03-16,1,Orientation,South Center,4
JB002108,2026-03-12,1,Orientation,South Center,4
JB002108,2026-04-06,2,Skills workshop,South Center,6
JB002110,2026-03-20,1,Orientation,South Center,4
JB002112,2026-03-17,1,Orientation,South Center,4
JB002118,2026-03-06,1,Orientation,South Center,4
JB002121,2026-03-23,1,Orientation,South Center,4
JB002129,2026-03-21,1,Orientation,South Center,4
JB002131,2026-03-19,1,Orientation,South Center,4
JB002132,2026-03-17,1,Orientation,South Center,4
JB002132,2026-04-19,2,Skills workshop,South Center,6
JB002133,2026-03-15,1,Orientation,South Center,4
JB002135,2026-03-12,1,Orientation,South Center,4
JB002136,2026-03-23,1,Orientation,South Center,4
JB002137,2026-03-16,1,Orientation,South Center,4
JB002137,2026-04-21,2,Skills workshop,South Center,6
JB002138,2026-03-04,1,Orientation,South Center,4
JB002144,2026-03-06,1,Orientation,South Center,4
JB002144,2026-04-05,2,Skills workshop,South Center,6
JB002144,2026-05-12,3,Job placement,South Center,6
JB002146,2026-03-21,1,Orientation,South Center,4
JB002147,2026-03-18,1,Orientation,South Center,4
JB002149,2026-03-23,1,Orientation,South Center,4
JB002154,2026-03-26,1,Orientation,South Center,4
JB002158,2026-03-03,1,Orientation,South Center,4
JB002159,2026-03-09,1,Orientation,South Center,4
JB002160,2026-03-24,1,Orientation,South Center,4
JB002160,2026-04-04,2,Skills workshop,South Center,6
JB002161,2026-03-03,1,Orientation,South Center,4
JB002162,2026-03-15,1,Orientation,South Center,4
JB002162,2026-04-15,2,Skills workshop,South Center,6
JB002164,2026-03-19,1,Orientation,South Center,4
JB002166,2026-03-06,1,Orientation,South Center,4
JB002167,2026-03-04,1,Orientation,South Center,4
JB002168,2026-03-26,1,Orientation,South Center,4
JB002170,2026-03-23,1,Orientation,South Center,4
JB002170,2026-04-22,2,Skills workshop,South Center,6
JB002170,2026-05-05,3,Job placement,South Center,6
JB002171,2026-03-18,1,Orientation,South Center,4
JB002171,2026-04-03,2,Skills workshop,South Center,6
JB002174,2026-03-03,1,Orientation,South Center,4
JB002174,2026-04-16,2,Skills workshop,South Center,6
JB002176,2026-03-04,1,Orientation,South Center,4
JB002182,2026-03-03,1,Orientation,South Center,4
JB002182,2026-04-17,2,Skills workshop,South Center,6
JB002182,2026-05-15,3,Job placement,South Center,6
JB002185,2026-03-10,1,Orientation,South Center,4
JB002185,2026-04-08,2,Skills workshop,South Center,6
JB002186,2026-03-06,1,Orientation,South Center,4
JB002189,2026-03-15,1,Orientation,South Center,4
JB002192,2026-03-19,1,Orientation,South Center,4
JB002192,2026-04-23,2,Skills workshop,South Center,6
JB002192,2026-05-23,3,Job placement,South Center,6
JB002193,2026-03-10,1,Orientation,South Center,4
JB002197,2026-03-23,1,Orientation,South Center,4
JB002198,2026-03-23,1,Orientation,South Center,4
JB002200,2026-03-13,1,Orientation,South Center,4
JB002201,2026-03-18,1,Orientation,South Center,4
JB002211,2026-03-14,1,Orientation,South Center,4
JB002213,2026-03-18,1,Orientation,South Center,4
JB002213,2026-04-09,2,Skills workshop,South Center,6
JB002218,2026-03-08,1,Orientation,South Center,4
JB002220,2026-03-26,1,Orientation,South Center,4
JB002220,2026-04-21,2,Skills workshop,South Center,6
JB002223,2026-03-10,1,Orientation,South Center,4
JB002224,2026-03-10,1,Orientation,South Center,4
JB002225,2026-03-09,1,Orientation,South Center,4
JB002228,2026-03-12,1,Orientation,South Center,4
JB002228,2026-04-12,2,Skills workshop,South Center,6
JB002230,2026-03-19,1,Orientation,South Center,4
JB002231,2026-03-26,1,Orientation,South Center,4
JB002231,2026-04-18,2,Skills workshop,South Center,6
JB002232,2026-03-11,1,Orientation,South Center,4
JB002235,2026-03-22,1,Orientation,South Center,4
JB002241,2026-03-17,1,Orientation,South Center,4
JB002245,2026-03-17,1,Orientation,South Center,4
JB002246,2026-03-06,1,Orientation,South Center,4
JB002247,2026-03-23,1,Orientation,South Center,4
JB002250,2026-03-22,1,Orientation,South Center,4
JB002251,2026-03-17,1,Orientation,South Center,4
JB002254,2026-03-05,1,Orientation,South Center,4
JB002254,2026-04-25,2,Skills workshop,South Center,6
JB002256,2026-03-07,1,Orientation,South Center,4
JB002258,2026-03-24,1,Orientation,South Center,4
JB002259,2026-03-24,1,Orientation,South Center,4
JB002259,2026-04-11,2,Skills workshop,South Center,6
JB002260,2026-03-15,1,Orientation,South Center,4
JB002262,2026-03-16,1,Orientation,South Center,4
JB002264,2026-03-06,1,Orientation,South Center,4
JB002265,2026-03-05,1,Orientation,South Center,4
JB002266,2026-03-15,1,Orientation,South Center,4
JB002267,2026-03-24,1,Orientation,South Center,4
JB002268,2026-03-19,1,Orientation,South Center,4
JB002269,2026-03-10,1,Orientation,South Center,4
JB002270,2026-03-09,1,Orientation,South Center,4
JB002272,2026-03-05,1,Orientation,South Center,4
JB002273,2026-03-11,1,Orientation,South Center,4
JB002274,2026-03-15,1,Orientation,South Center,4
JB002277,2026-03-20,1,Orientation,South Center,4
JB002280,2026-03-25,1,Orientation,South Center,4
JB002280,2026-04-21,2,Skills workshop,South Center,6
JB002281,2026-03-25,1,Orientation,South Center,4
JB002283,2026-03-25,1,Orientation,South Center,4
JB002284,2026-03-16,1,Orientation,South Center,4
JB002287,2026-03-22,1,Orientation,South Center,4
JB002288,2026-03-07,1,Orientation,South Center,4
JB002288,2026-04-09,2,Skills workshop,South Center,6
JB002288,2026-05-14,3,Job placement,South Center,6
JB002293,2026-03-09,1,Orientation,South Center,4
JB002297,2026-03-14,1,Orientation,South Center,4
JB002298,2026-03-10,1,Orientation,South Center,4
JB002299,2026-03-19,1,Orientation,South Center,4
JB002304,2026-03-04,1,Orientation,South Center,4
JB002304,2026-04-17,2,Skills workshop,South Center,6
JB002306,2026-03-08,1,Orientation,South Center,4
JB002310,2026-03-14,1,Orientation,South Center,4
JB002314,2026-03-09,1,Orientation,South Center,4
JB002314,2026-04-04,2,Skills workshop,South Center,6
JB002322,2026-03-04,1,Orientation,South Center,4
JB002325,2026-03-06,1,Orientation,South Center,4
JB002328,2026-03-17,1,Orientation,South Center,4
JB002332,2026-03-16,1,Orientation,South Center,4
JB002333,2026-03-08,1,Orientation,South Center,4
JB002338,2026-03-23,1,Orientation,South Center,4
JB002338,2026-04-20,2,Skills workshop,South Center,6
JB002342,2026-03-10,1,Orientation,South Center,4
JB002342,2026-04-10,2,Skills workshop,South Center,6
JB002343,2026-03-17,1,Orientation,South Center,4
JB002343,2026-04-03,2,Skills workshop,South Center,6
JB002343,2026-05-15,3,Job placement,South Center,6
JB002345,2026-03-23,1,Orientation,South Center,4
JB002351,2026-03-13,1,Orientation,South Center,4
JB002352,2026-03-20,1,Orientation,South Center,4
JB002354,2026-03-20,1,Orientation,South Center,4
JB002354,2026-04-13,2,Skills workshop,South Center,6
JB002356,2026-03-22,1,Orientation,South Center,4
JB002360,2026-03-23,1,Orientation,South Center,4
JB002361,2026-03-06,1,Orientation,South Center,4
JB002363,2026-03-16,1,Orientation,South Center,4
JB002365,2026-03-05,1,Orientation,South Center,4
JB002365,2026-04-13,2,Skills workshop,South Center,6
JB002366,2026-03-18,1,Orientation,South Center,4
JB002367,2026-03-10,1,Orientation,South Center,4
JB002367,2026-04-06,2,Skills workshop,South Center,6
JB002367,2026-05-15,3,Job placement,South Center,6
JB002369,2026-03-22,1,Orientation,South Center,4
JB002369,2026-04-08,2,Skills workshop,South Center,6
JB002369,2026-05-21,3,Job placement,South Center,6
JB002371,2026-03-16,1,Orientation,South Center,4
JB002373,2026-03-22,1,Orientation,South Center,4
JB002374,2026-03-12,1,Orientation,South Center,4
JB002374,2026-04-18,2,Skills workshop,South Center,6
JB002376,2026-03-11,1,Orientation,South Center,4
JB002386,2026-03-22,1,Orientation,South Center,4
JB002390,2026-03-22,1,Orientation,South Center,4
JB002390,2026-04-14,2,Skills workshop,South Center,6
JB002391,2026-03-25,1,Orientation,South Center,4
JB002391,2026-04-23,2,Skills workshop,South Center,6
JB002394,2026-03-22,1,Orientation,South Center,4
JB002401,2026-03-25,1,Orientation,West Center,4
JB002401,2026-04-22,2,Skills workshop,West Center,6
JB002401,2026-05-23,3,Job placement,West Center,6
JB002403,2026-03-07,1,Orientation,West Center,4
JB002403,2026-04-22,2,Skills workshop,West Center,6
JB002405,2026-03-05,1,Orientation,West Center,4
JB002405,2026-04-15,2,Skills workshop,West Center,6
JB002407,2026-03-16,1,Orientation,West Center,4
JB002409,2026-03-26,1,Orientation,West Center,4
JB002410,2026-03-03,1,Orientation,West Center,4
JB002411,2026-03-06,1,Orientation,West Center,4
JB002413,2026-03-18,1,Orientation,West Center,4
JB002413,2026-04-21,2,Skills workshop,West Center,6
JB002414,2026-03-05,1,Orientation,West Center,4
JB002415,2026-03-16,1,Orientation,West Center,4
JB002421,2026-03-14,1,Orientation,West Center,4
JB002423,2026-03-26,1,Orientation,West Center,4
JB002424,2026-03-22,1,Orientation,West Center,4
JB002425,2026-03-24,1,Orientation,West Center,4
JB002426,2026-03-04,1,Orientation,West Center,4
JB002426,2026-04-19,2,Skills workshop,West Center,6
JB002427,2026-03-13,1,Orientation,West Center,4
JB002429,2026-03-12,1,Orientation,West Center,4
JB002430,2026-03-07,1,Orientation,West Center,4
JB002433,2026-03-17,1,Orientation,West Center,4
JB002434,2026-03-17,1,Orientation,West Center,4
JB002435,2026-03-12,1,Orientation,West Center,4
JB002438,2026-03-25,1,Orientation,West Center,4
JB002442,2026-03-07,1,Orientation,West Center,4
JB002444,2026-03-22,1,Orientation,West Center,4
JB002446,2026-03-17,1,Orientation,West Center,4
JB002446,2026-04-13,2,Skills workshop,West Center,6
JB002447,2026-03-15,1,Orientation,West Center,4
JB002449,2026-03-05,1,Orientation,West Center,4
JB002457,2026-03-09,1,Orientation,West Center,4
JB002461,2026-03-26,1,Orientation,West Center,4
JB002462,2026-03-15,1,Orientation,West Center,4
JB002465,2026-03-04,1,Orientation,West Center,4
JB002465,2026-04-10,2,Skills workshop,West Center,6
JB002473,2026-03-11,1,Orientation,West Center,4
JB002474,2026-03-07,1,Orientation,West Center,4
JB002475,2026-03-08,1,Orientation,West Center,4
JB002480,2026-03-23,1,Orientation,West Center,4
JB002484,2026-03-03,1,Orientation,West Center,4
JB002486,2026-03-20,1,Orientation,West Center,4
JB002487,2026-03-04,1,Orientation,West Center,4
JB002491,2026-03-21,1,Orientation,West Center,4
JB002492,2026-03-07,1,Orientation,West Center,4
JB002494,2026-03-14,1,Orientation,West Center,4
JB002494,2026-04-18,2,Skills workshop,West Center,6
JB002496,2026-03-04,1,Orientation,West Center,4
JB002496,2026-04-05,2,Skills workshop,West Center,6
JB002497,2026-03-10,1,Orientation,West Center,4
JB002497,2026-04-16,2,Skills workshop,West Center,6
JB002498,2026-03-19,1,Orientation,West Center,4
JB002500,2026-03-06,1,Orientation,West Center,4
JB002502,2026-03-03,1,Orientation,West Center,4
JB002503,2026-03-10,1,Orientation,West Center,4
JB002504,2026-03-12,1,Orientation,West Center,4
JB002507,2026-03-16,1,Orientation,West Center,4
JB002509,2026-03-07,1,Orientation,West Center,4
JB002509,2026-04-07,2,Skills workshop,West Center,6
JB002509,2026-05-22,3,Job placement,West Center,6
JB002512,2026-03-22,1,Orientation,West Center,4
JB002513,2026-03-19,1,Orientation,West Center,4
JB002516,2026-03-22,1,Orientation,West Center,4
JB002519,2026-03-22,1,Orientation,West Center,4
JB002520,2026-03-04,1,Orientation,West Center,4
JB002521,2026-03-24,1,Orientation,West Center,4
JB002522,2026-03-26,1,Orientation,West Center,4
JB002523,2026-03-14,1,Orientation,West Center,4
JB002528,2026-03-20,1,Orientation,West Center,4
JB002531,2026-03-13,1,Orientation,West Center,4
JB002535,2026-03-04,1,Orientation,West Center,4
JB002539,2026-03-20,1,Orientation,West Center,4
JB002541,2026-03-03,1,Orientation,West Center,4
JB002541,2026-04-03,2,Skills workshop,West Center,6
JB002542,2026-03-04,1,Orientation,West Center,4
JB002543,2026-03-07,1,Orientation,West Center,4
JB002544,2026-03-24,1,Orientation,West Center,4
JB002546,2026-03-07,1,Orientation,West Center,4
JB002547,2026-03-15,1,Orientation,West Center,4
JB002548,2026-03-13,1,Orientation,West Center,4
JB002552,2026-03-16,1,Orientation,West Center,4
JB002558,2026-03-20,1,Orientation,West Center,4
JB002560,2026-03-04,1,Orientation,West Center,4
JB002560,2026-04-14,2,Skills workshop,West Center,6
JB002561,2026-03-05,1,Orientation,West Center,4
JB002564,2026-03-09,1,Orientation,West Center,4
JB002564,2026-04-24,2,Skills workshop,West Center,6
JB002565,2026-03-07,1,Orientation,West Center,4
JB002566,2026-03-20,1,Orientation,West Center,4
JB002567,2026-03-12,1,Orientation,West Center,4
JB002568,2026-03-21,1,Orientation,West Center,4
JB002570,2026-03-22,1,Orientation,West Center,4
JB002571,2026-03-20,1,Orientation,West Center,4
JB002574,2026-03-04,1,Orientation,West Center,4
JB002575,2026-03-07,1,Orientation,West Center,4
JB002575,2026-04-11,2,Skills workshop,West Center,6
JB002576,2026-03-18,1,Orientation,West Center,4
JB002576,2026-04-07,2,Skills workshop,West Center,6
JB002577,2026-03-21,1,Orientation,West Center,4
JB002578,2026-03-21,1,Orientation,West Center,4
JB002578,2026-04-16,2,Skills workshop,West Center,6
JB002578,2026-05-03,3,Job placement,West Center,6
JB002579,2026-03-07,1,Orientation,West Center,4
JB002581,2026-03-21,1,Orientation,West Center,4
JB002583,2026-03-21,1,Orientation,West Center,4
JB002583,2026-04-18,2,Skills workshop,West Center,6
JB002585,2026-03-18,1,Orientation,West Center,4
JB002588,2026-03-07,1,Orientation,West Center,4
JB002588,2026-04-15,2,Skills workshop,West Center,6
JB002590,2026-03-26,1,Orientation,West Center,4
JB002591,2026-03-22,1,Orientation,West Center,4
JB002592,2026-03-25,1,Orientation,West Center,4
JB002595,2026-03-10,1,Orientation,West Center,4
JB002595,2026-04-25,2,Skills workshop,West Center,6
JB002602,2026-03-11,1,Orientation,West Center,4
JB002604,2026-03-23,1,Orientation,West Center,4
JB002605,2026-03-25,1,Orientation,West Center,4
JB002606,2026-03-04,1,Orientation,West Center,4
JB002607,2026-03-14,1,Orientation,West Center,4
JB002611,2026-03-05,1,Orientation,West Center,4
JB002612,2026-03-20,1,Orientation,West Center,4
JB002612,2026-04-21,2,Skills workshop,West Center,6
JB002613,2026-03-06,1,Orientation,West Center,4
JB002614,2026-03-13,1,Orientation,West Center,4
JB002617,2026-03-16,1,Orientation,West Center,4
JB002618,2026-03-13,1,Orientation,West Center,4
JB002619,2026-03-19,1,Orientation,West Center,4
JB002621,2026-03-22,1,Orientation,West Center,4
JB002622,2026-03-23,1,Orientation,West Center,4
JB002626,2026-03-16,1,Orientation,West Center,4
JB002627,2026-03-18,1,Orientation,West Center,4
JB002631,2026-03-14,1,Orientation,West Center,4
JB002636,2026-03-12,1,Orientation,West Center,4
JB002639,2026-03-26,1,Orientation,West Center,4
JB002640,2026-03-12,1,Orientation,West Center,4
JB002640,2026-04-15,2,Skills workshop,West Center,6
JB002642,2026-03-05,1,Orientation,West Center,4
JB002644,2026-03-03,1,Orientation,West Center,4
JB002645,2026-03-12,1,Orientation,West Center,4
JB002648,2026-03-05,1,Orientation,West Center,4
JB002649,2026-03-19,1,Orientation,West Center,4
JB002653,2026-03-23,1,Orientation,West Center,4
JB002656,2026-03-20,1,Orientation,West Center,4
JB002656,2026-04-24,2,Skills workshop,West Center,6
JB002657,2026-03-23,1,Orientation,West Center,4
JB002662,2026-03-06,1,Orientation,West Center,4
JB002663,2026-03-10,1,Orientation,West Center,4
JB002665,2026-03-17,1,Orientation,West Center,4
JB002669,2026-03-10,1,Orientation,West Center,4
JB002670,2026-03-21,1,Orientation,West Center,4
JB002671,2026-03-15,1,Orientation,West Center,4
JB002673,2026-03-03,1,Orientation,West Center,4
JB002673,2026-04-24,2,Skills workshop,West Center,6
JB002675,2026-03-22,1,Orientation,West Center,4
JB002677,2026-03-16,1,Orientation,West Center,4
JB002683,2026-03-09,1,Orientation,West Center,4
JB002683,2026-04-15,2,Skills workshop,West Center,6
JB002687,2026-03-11,1,Orientation,West Center,4
JB002688,2026-03-16,1,Orientation,West Center,4
JB002690,2026-03-20,1,Orientation,West Center,4
JB002695,2026-03-11,1,Orientation,West Center,4
JB002697,2026-03-14,1,Orientation,West Center,4
